ID,Absatz,Gibt es eine Verbindung von einem eindeutig deterministischen Grundansatz mit einer indeterministischen Verteidigung der formellen Zufälligkeit?
5.177,"Da es eigentlich der Begriff der Freiheit ist, der unter allen Ideen der reinen speculativen Vernunft allein so große Erweiterung im Felde des Übersinnlichen, wenn gleich nur in Ansehung des praktischen Erkenntnisses verschafft, so frage ich mich: woher denn ihm ausschließungsweise eine so große Fruchtbarkeit zu Theil geworden sei, indessen die übrigen zwar die leere Stelle für reine mögliche Verstandeswesen bezeichnen, den Begriff von ihnen aber durch nichts bestimmen können. Ich begreife bald, daß, da ich nichts ohne Kategorie denken kann, diese auch in der Idee der Vernunft von der Freiheit, mit der ich mich beschäftige, zuerst müsse aufgesucht werden, welche hier die Kategorie der Causalität ist, und daß, wenn gleich dem Vernunftbegriffe der Freiheit als überschwenglichem Begriffe keine correspondirende Anschauung untergelegt werden kann, dennoch dem Verstandesbegriffe (der Causalität), für dessen Synthesis jener das Unbedingte fordert, zuvor eine sinnliche Anschauung gegeben werden müsse, dadurch ihm zuerst die objective Realität gesichert wird. Nun sind alle Kategorien in zwei Classen, die mathematische, welche blos auf die Einheit der Synthesis in der Vorstellung der Objecte, und die dynamische, welche auf die in der Vorstellung der Existenz der Objecte gehen, eingetheilt. Die erstere (die der Größe und der Qualität) enthalten jederzeit eine Synthesis des Gleichartigen, in welcher das Unbedingte zu dem in der sinnlichen Anschauung gegebenen Bedingten in Raum und Zeit, da es selbst wiederum zum Raume und der Zeit gehören und also immer wiederum bedingt sein müßte, gar nicht kann gefunden werden; daher auch in der Dialektik der reinen theoretischen Vernunft die einander entgegengesetzte Arten, das Unbedingte und die Totalität der Bedingungen für sie zu finden, beide falsch waren. Die Kategorien der zweiten Classe (die der Causalität und der Nothwendigkeit eines Dinges) erforderten diese Gleichartigkeit (des Bedingten und der Bedingung in der Synthesis) gar nicht, weil hier nicht die Anschauung, wie sie aus einem Mannigfaltigen in ihr zusammengesetzt, sondern nur wie die Existenz des ihr correspondirenden bedingten Gegenstandes zu der Existenz der Bedingung (im Verstande als damit verknüpft) hinzukomme, vorgestellt werden sollte, und da war es erlaubt, zu dem durchgängig Bedingten in der Sinnenwelt (sowohl in Ansehung der Causalität als des zufälligen Daseins der Dinge selbst) das Unbedingte, obzwar übrigens unbestimmt, in der intelligibelen Welt zu setzen und die Synthesis transscendent zu machen; daher denn auch in der Dialektik der reinen speculativen Vernunft sich fand, daß beide dem Scheine nach einander entgegengesetzte Arten das Unbedingte zum Bedingten zu finden, z. B. in der Synthesis der Causalität zum Bedingten in der Reihe der Ursachen und Wirkungen der Sinnenwelt die Causalität, die weiter nicht sinnlich bedingt ist, zu denken, sich in der That nicht widerspreche, und daß dieselbe Handlung, die, als zur Sinnenwelt gehörig, jederzeit sinnlich bedingt, d. i. mechanisch nothwendig ist, doch zugleich auch, als zur Causalität des handelnden Wesens, so fern es zur intelligibelen Welt gehörig ist, eine sinnlich unbedingte Causalität zum Grunde haben, mithin als frei gedacht werden könne. Nun kam es blos darauf an, daß dieses Können in ein Sein verwandelt würde, d. i., daß man in einem wirklichen Falle gleichsam durch ein Factum beweisen könne: daß gewisse Handlungen eine solche Causalität (die intellectuelle, sinnlich unbedingte) voraussetzen, sie mögen nun wirklich, oder auch nur geboten, d. i. objectiv praktisch nothwendig sein. An wirklich in der Erfahrung gegebenen Handlungen, als Begebenheiten der Sinnenwelt, konnten wir diese Verknüpfung nicht anzutreffen hoffen, weil die Causalität durch Freiheit immer außer der Sinnenwelt im Intelligibelen gesucht werden muß. Andere Dinge außer den Sinnenwesen sind uns aber zur Wahrnehmung und Beobachtung nicht gegeben. Also blieb nichts übrig, als daß etwa ein unwidersprechlicher und zwar objectiver Grundsatz der Causalität, welcher alle sinnliche Bedingung von ihrer Bestimmung ausschließt, d. i. ein Grundsatz, in welchem die Vernunft sich nicht weiter auf etwas anderes als Bestimmungsgrund in Ansehung der Causalität beruft, sondern den sie durch jenen Grundsatz schon selbst enthält, und wo sie also als reine Vernunft selbst praktisch ist, gefunden werde. Dieser Grundsatz aber bedarf keines Suchens und keiner Erfindung; er ist längst in aller Menschen Vernunft gewesen und ihrem Wesen einverleibt und ist der Grundsatz der Sittlichkeit. Also ist jene unbedingte Causalität und das Vermögen derselben, die Freiheit, mit dieser aber ein Wesen (ich selber), welches zur Sinnenwelt gehört, doch zugleich als zur intelligibelen gehörig nicht blos unbestimmt und problematisch gedacht (welches schon die speculative Vernunft als thunlich ausmitteln konnte), sondern sogar in Ansehung des Gesetzes ihrer Causalität bestimmt und assertorisch erkannt und so uns die Wirklichkeit der intelligibelen Welt, und zwar in praktischer Rücksicht bestimmt, gegeben worden, und diese Bestimmung, die in theoretischer Absicht transscendent (überschwenglich) sein würde, ist in praktischer immanent. Dergleichen Schritt aber konnten wir in Ansehung der zweiten dynamischen Idee, nämlich der eines nothwendigen Wesens, nicht thun. Wir konnten zu ihm aus der Sinnenwelt ohne Vermittelung der ersteren dynamischen Idee nicht hinauf kommen. Denn wollten wir es versuchen, so müßten wir den Sprung gewagt haben, alles das, was uns gegeben ist, zu verlassen und uns zu dem hinzuschwingen, wovon uns auch nichts gegeben ist, wodurch wir die Verknüpfung eines solchen intelligibelen Wesens mit der Sinnenwelt vermitteln könnten (weil das nothwendige Wesen als außer uns gegeben erkannt werden sollte); welches dagegen in Ansehung unseres eignen Subjects, so fern es sich durchs moralische Gesetz einerseits als intelligibeles Wesen (vermöge der Freiheit) bestimmt, andererseits als nach dieser Bestimmung in der Sinnenwelt thätig selbst erkennt, wie jetzt der Augenschein darthut, ganz wohl möglich ist. Der einzige Begriff der Freiheit verstattet es, daß wir nicht außer uns hinausgehen dürfen, um das Unbedingte und Intelligibele zu dem Bedingten und Sinnlichen zu finden. Denn es ist unsere Vernunft selber, die sich durchs höchste und unbedingte praktische Gesetz und das Wesen, das sich dieses Gesetz bewußt ist, (unsere eigene Person) als zur reinen Verstandeswelt gehörig und zwar sogar mit Bestimmung der Art, wie es als ein solches thätig sein könne, erkennt. So läßt es sich begreifen, warum in dem ganzen Vernunftvermögen nur das Praktische dasjenige sein könne, welches uns über die Sinnenwelt hinaushilft und Erkenntnisse von einer übersinnlichen Ordnung und Verknüpfung verschaffe, die aber eben darum freilich nur so weit, als es gerade für die reine praktische Absicht nöthig ist, ausgedehnt werden können.",
3.1020,"Nunmehr können wir das Resultat der ganzen transscendentalen Dialektik deutlich vor Augen stellen und die Endabsicht der Ideen der reinen Vernunft, die nur durch Mißverstand und Unbehutsamkeit dialektisch werden, genau bestimmen. Die reine Vernunft ist in der That mit nichts als sich selbst beschäftigt und kann auch kein anderes Geschäfte haben, weil ihr nicht die Gegenstände zur Einheit des Erfahrungsbegriffs, sondern die Verstandeserkenntnisse zur Einheit des Vernunftbegriffs, d. i. des Zusammenhanges in einem Princip, gegeben werden. Die Vernunfteinheit ist die Einheit des Systems, und diese systematische Einheit dient der Vernunft nicht objectiv zu einem Grundsatze, um sie über die Gegenstände, sondern subjectiv als Maxime, um sie über alles mögliche empirische Erkenntniß der Gegenstände zu verbreiten. Gleichwohl befördert der systematische Zusammenhang, den die Vernunft dem empirischen Verstandesgebrauche geben kann, nicht allein dessen Ausbreitung, sondern bewährt auch zugleich die Richtigkeit desselben; und das Principium einer solchen systematischen Einheit ist auch objectiv, aber auf unbestimmte Art ( Principium vagum ): nicht als constitutives Princip, um etwas in Ansehung seines directen Gegenstandes zu bestimmen, sondern um als bloß regulativer Grundsatz und Maxime den empirischen Gebrauch der Vernunft durch Eröffnung neuer Wege, die der Verstand nicht kennt, ins Unendliche (Unbestimmte) zu befördern und zu befestigen, ohne dabei jemals den Gesetzen des empirischen Gebrauchs im Mindesten zuwider zu sein.",
9.12,"Unter Voraussetzung einer solchen Dignität, wie sie einem solchen Princip ohne Zweifel zukommen muß, würde demnach die Logik, so wie jede andre Wissenschaft, der Wissenschaftslehre und deren Principien subordinirt sein müssen.",
8.576,"Denn wenn sie nur durch die Publicität ihren Zweck erreichen können, so müssen sie dem allgemeinen Zweck des Publicums (der Glückseligkeit) gemäß sein, womit zusammen zu stimmen (es mit seinem Zustande zufrieden zu machen), die eigentliche Aufgabe der Politik ist. Wenn aber dieser Zweck nur durch die Publicität, d. i. durch die Entfernung alles Mißtrauens gegen die Maximen derselben, erreichbar sein soll, so müssen diese auch mit dem Recht des Publicums in Eintracht stehen; denn in diesem allein ist die Vereinigung der Zwecke Aller möglich. - Die weitere Ausführung und Erörterung dieses Princips muß ich für eine andere Gelegenheit aussetzen; nur daß es eine transscendentale Formel sei, ist aus der Entfernung aller empirischen Bedingungen (der Glückseligkeitslehre), als der Materie des Gesetzes, und der bloßen Rücksicht auf die Form der allgemeinen Gesetzmäßigkeit zu ersehen.",
3.623,"Um nun diese Ideen nach einem Princip mit systematischer Präcision aufzählen zu können, müssen wir Erstlich bemerken, daß nur der Verstand es sei, aus welchem reine und transscendentale Begriffe entspringen können, daß die Vernunft eigentlich gar keinen Begriff erzeuge, sondern allenfalls nur den Verstandesbegriff von den unvermeidlichen Einschränkungen einer möglichen Erfahrung frei mache und ihn also über die Grenzen des Empirischen, doch aber in Verknüpfung mit demselben zu erweitern suche. Dieses geschieht dadurch, daß sie zu einem gegebenen Bedingten auf der Seite der Bedingungen (unter denen der Verstand alle Erscheinungen der synthetischen Einheit unterwirft) absolute Totalität fordert und dadurch die Kategorie zur transscendentalen Idee macht, um der empirischen Synthesis durch die Fortsetzung derselben bis zum Unbedingten (welches niemals in der Erfahrung, sondern nur in der Idee angetroffen wird) absolute Vollständigkeit zu geben. Die Vernunft fordert dieses nach dem Grundsatze: wenn das Bedingte gegeben ist, so ist auch die ganze Summe der Bedingungen, mithin das schlechthin Unbedingte gegeben, wodurch jenes allein möglich war. Also werden erstlich die transscendentalen Ideen eigentlich nichts, als bis zum Unbedingten erweiterte Kategorien sein, und jene werden sich in eine Tafel bringen lassen, die nach den Titeln der letzteren angeordnet ist. Zweitens aber werden doch auch nicht alle Kategorien dazu taugen, sondern nur diejenige, in welchen die Synthesis eine Reihe ausmacht und zwar der einander untergeordneten (nicht beigeordneten) Bedingungen zu einem Bedingten. Die absolute Totalität wird von der Vernunft nur so fern gefordert, als sie die aufsteigende Reihe der Bedingungen zu einem gegebenen Bedingten angeht, mithin nicht, wenn von der absteigenden Linie der Folgen, noch auch von dem Aggregat coordinirter Bedingungen zu diesen Folgen die Rede ist. Denn Bedingungen sind in Ansehung des gegebenen Bedingten schon vorausgesetzt und mit diesem auch als gegeben anzusehen, anstatt daß, da die Folgen ihre Bedingungen nicht möglich machen, sondern vielmehr voraussetzen, man im Fortgange zu den Folgen (oder im Absteigen von der gegebenen Bedingung zu dem Bedingten) unbekümmert sein kann, ob die Reihe aufhöre oder nicht, und überhaupt die Frage wegen ihrer Totalität gar keine Voraussetzung der Vernunft ist. So denkt man sich nothwendig eine bis auf den gegebenen Augenblick völlig abgelaufene Zeit auch als gegeben (wenn gleich nicht durch uns bestimmbar). Was aber die künftige betrifft, da sie die Bedingung nicht ist, zu der Gegenwart zu gelangen, so ist es, um diese zu begreifen, ganz gleichgültig, wie wir es mit der künftigen Zeit halten wollen, ob man sie irgendwo aufhören, oder ins Unendliche laufen lassen will. Es sei die Reihe m, n, o, worin n als bedingt in Ansehung m, aber zugleich als Bedingung von o gegeben ist; die Reihe gehe aufwärts von dem Bedingten n zu m (l, k, i etc.), im gleichen abwärts von der Bedingung n zum Bedingten o (p, q, r etc.): so muß ich die erstere Reihe voraussetzen, um n als gegeben anzusehen, und n ist nach der Vernunft (der Totalität der Bedingungen) nur vermittelst jener Reihe möglich, seine Möglichkeit beruht aber nicht auf der folgenden Reihe o, p, q, r, die daher auch nicht als gegeben, sondern nur als dabilis angesehen werden könnte.",
4.793,"Da aller Schein darin besteht, daß der subjective Grund des Urtheils für objectiv gehalten wird, so wird ein Selbsterkenntniß der reinen Vernunft in ihrem transscendenten (überschwenglichen) Gebrauch das einzige Verwahrungsmittel gegen die Verirrungen sein, in welche die Vernunft geräth, wenn sie ihre Bestimmung mißdeutet und dasjenige transscendenter Weise aufs Object an sich selbst bezieht, was nur ihr eigenes Subject und die Leitung desselben in allem immanentem Gebrauche angeht.",
3.842,"Wir bedürfen des Satzes der Causalität der Erscheinungen unter einander, um von Naturbegebenheiten Naturbedingungen, d. i. Ursachen in der Erscheinung zu suchen und angeben zu können. Wenn dieses eingeräumt und durch keine Ausnahme geschwächt wird, so hat der Verstand, der bei seinem empirischen Gebrauche in allen Eräugnissen nichts als Natur sieht und dazu auch berechtigt ist, alles, was er fordern kann, und die physischen Erklärungen gehen ihren ungehinderten Gang fort. Nun thut ihm das nicht den mindesten Abbruch, gesetzt daß es übrigens auch bloß erdichtet sein sollte, wenn man annimmt, daß unter den Naturursachen es auch welche gebe, die ein Vermögen haben, welches nur intelligibel ist, indem die Bestimmung desselben zur Handlung niemals auf empirischen Bedingungen, sondern auf bloßen Gründen des Verstandes beruht, so doch, daß die Handlung in der Erscheinung von dieser Ursache allen Gesetzen der empirischen Causalität gemäß sei. Denn auf diese Art würde das handelnde Subject als causa phaenomenon mit der Natur in unzertrennter Abhängigkeit aller ihrer Handlungen verkettet sein, und nur das phaenomenon dieses Subjects (mit aller Causalität desselben in der Erscheinung) würde gewisse Bedingungen enthalten, die, wenn man von dem empirischen Gegenstande zu dem transscendentalen aufsteigen will, als bloß intelligibel müßten angesehen werden. Denn wenn wir nur in dem, was unter den Erscheinungen die Ursache sein mag, der Naturregel folgen: so können wir darüber unbekümmert sein, was in dem transscendentalen Subject, welches uns empirisch unbekannt ist, für ein Grund von diesen Erscheinungen und deren Zusammenhange gedacht werde. Dieser intelligibele Grund ficht gar nicht die empirischen Fragen an, sondern betrifft etwa bloß das Denken im reinen Verstande; und obgleich die Wirkungen dieses Denkens und Handelns des reinen Verstandes in den Erscheinungen angetroffen werden, so müssen diese doch nichts desto minder aus ihrer Ursache in der Erscheinung nach Naturgesetzen vollkommen erklärt werden können, indem man den bloß empirischen Charakter derselben als den obersten Erklärungsgrund befolgt und den intelligibelen Charakter, der die transscendentale Ursache von jenem ist, gänzlich als unbekannt vorbeigeht, außer so fern er nur durch den empirischen als das sinnliche Zeichen desselben angegeben wird. Laßt uns dieses auf Erfahrung anwenden. Der Mensch ist eine von den Erscheinungen der Sinnenwelt und in so fern auch eine der Naturursachen, deren Causalität unter empirischen Gesetzen stehen muß. Als eine solche muß er demnach auch einen empirischen Charakter haben, so wie alle andere Naturdinge. Wir bemerken denselben durch Kräfte und Vermögen, die er in seinen Wirkungen äußert. Bei der leblosen oder bloß thierisch belebten Natur finden wir keinen Grund, irgend ein Vermögen uns anders als bloß sinnlich bedingt zu denken. Allein der Mensch, der die ganze Natur sonst lediglich nur durch Sinne kennt, erkennt sich selbst auch durch bloße Apperception und zwar in Handlungen und inneren Bestimmungen, die er gar nicht zum Eindrucke der Sinne zählen kann, und ist sich selbst freilich eines Theils Phänomen, anderen Theils aber, nämlich in Ansehung gewisser Vermögen, ein bloß intelligibeler Gegenstand, weil die Handlung desselben gar nicht zur Receptivität der Sinnlichkeit gezählt werden kann. Wir nennen diese Vermögen Verstand und Vernunft; vornehmlich wird die letztere ganz eigentlich und vorzüglicher Weise von allen empirisch bedingten Kräften unterschieden, da sie ihre Gegenstände bloß nach Ideen erwägt und den Verstand darnach bestimmt, der denn von seinen (zwar auch reinen) Begriffen einen empirischen Gebrauch macht.",
6.317,Verbindlichkeit ist die Nothwendigkeit einer freien Handlung unter einem kategorischen Imperativ der Vernunft.,
9.631,"§. 61. Eigenthümlicher Unterschied zwischen kategorischen, hypothetischen und disjunctiven Vernunftschlüssen.",
8.623,Von der wirklichen Vereinbarkeit der kritischen Philosophie mit einem beharrlichen Friedenszustande derselben.,
3.813,II. Auflösung der kosmologischen Idee von der Totalität der Theilung eines gegebenen Ganzen in der Anschauung.,
3.937,Entdeckung und Erklärung des dialektischen Scheins in allen transscendentalen Beweisen vom Dasein eines nothwendigen Wesens.,
3.735,Auf der Seite also des Dogmatismus in Bestimmung der kosmologischen Vernunftideen oder der Thesis zeigt sich,
9.628,"Und hierauf gründet sich die Eintheilung aller Vernunftschlüsse in kategorische, hypothetische und disjunctive.",
3.128,Einleitung. Idee einer transscendentalen Logik.,
7.794,Pragmatische Folgerungen.,
2.500,"Die Religion unseres Welttheils ist nicht die Sache eines eigenwilligen Geschmacks, sondern von ehrwürdigerem Ursprunge. Daher können auch nur die Ausschweifungen in derselben und das, was darin den Menschen eigenthümlich angehört, Zeichen von den verschiedenen Nationaleigenschaften abgeben. Ich bringe diese Ausschweifungen unter folgende Hauptbegriffe: Leichtgläubigkeit (Credulität), Aberglaube (Superstition), Schwärmerei (Fanaticism) und Gleichgültigkeit (Indifferentism). Leichtgläubig ist mehrentheils der unwissende Theil einer jeden Nation, ob er gleich kein merkliches feineres Gefühl hat. Die Überredung kommt lediglich auf das Hörensagen und das scheinbare Ansehen an, ohne daß einige Art des feinern Gefühls dazu die Triebfeder enthielte. Die Beispiele ganzer Völker von dieser Art muß man in Norden suchen. Der Leichtgläubige, wenn er von abenteuerlichem Geschmack ist, wird abergläubisch. Dieser Geschmack ist sogar an sich selbst ein Grund etwas leichter zu glauben *) , und von zwei Menschen, deren der eine von diesem Gefühl angesteckt, der andere aber von kalter und gemäßigter Gemüthsart ist, wird der erstere, wenn er gleich wirklich mehr Verstand hat, dennoch durch seine herrschende Neigung eher verleitet werden etwas Unnatürliches zu glauben, als der andere, welchen nicht seine Einsicht, sondern sein gemeines und phlegmatisches Gefühl vor dieser Ausschweifung bewahrt. Der Abergläubische in der Religion stellt zwischen sich und dem höchsten Gegenstande der Verehrung gerne gewisse mächtige und erstaunliche Menschen, Riesen so zu reden der Heiligkeit, denen die Natur gehorcht und deren beschwörende Stimme die eiserne Thore des Tartarus auf- oder zuschließt, die, indem sie mit ihrem Haupte den Himmel berühren, ihren Fuß noch auf der niederen Erde stehen haben. Die Unterweisung der gesunden Vernunft wird demnach in Spanien große Hindernisse zu überwinden haben, nicht darum weil sie die Unwissenheit daselbst zu vertreiben hat, sondern weil ein seltsamer Geschmack ihr entgegensteht, welchem das Natürliche gemein ist, und der niemals glaubt in einer erhabenen Empfindung zu sein, wenn sein Gegenstand nicht abenteuerlich ist. Die Schwärmerei ist so zu sagen eine andächtige Vermessenheit und wird durch einen gewissen Stolz und ein gar zu großes Zutrauen zu sich selbst veranlaßt, um den himmlischen Naturen näher zu treten und sich durch einen erstaunlichen Flug über die gewöhnliche und vorgeschriebene Ordnung zu erheben. Der Schwärmer redet nur von unmittelbarer Eingebung und vom beschaulichen Leben, indessen daß der Abergläubische vor den Bildern großer wunderthätiger Heiligen Gelübde thut und sein Zutrauen auf die eingebildete und unnachahmliche Vorzüge anderer Personen von seiner eigenen Natur setzt. Selbst die Ausschweifungen führen, wie wir oben bemerkt haben, Zeichen des Nationalgefühls bei sich, und so ist der Fanaticismus *) wenigstens in den vorigen Zeiten am meisten in Deutschland und England anzutreffen gewesen und ist gleichsam ein unnatürlicher Auswuchs des edlen Gefühls, welches zu dem Charakter dieser Völker gehört, und überhaupt bei weitem nicht so schädlich, als die abergläubische Neigung, wenn er gleich im Anfange ungestüm ist, weil die Erhitzung eines schwärmerischen Geistes allmählig verkühlt und seiner Natur nach endlich zur ordentlichen Mäßigung gelangen muß, anstatt daß der Aberglaube sich in einer ruhigen und leidenden Gemüthsbeschaffenheit unvermerkt tiefer einwurzelt und dem gefesselten Menschen das Zutrauen gänzlich benimmt, sich von einem schädlichen Wahne jemals zu befreien. Endlich ist ein Eiteler und Leichtsinniger jederzeit ohne stärkeres Gefühl für das Erhabene, und seine Religion ist ohne Rührung, mehrentheils nur eine Sache der Mode, welche er mit aller Artigkeit begeht und kalt bleibt. Dieses ist der praktische Indifferentismus, zu welchem der französische Nationalgeist am meisten geneigt zu sein scheint, wovon bis zur frevelhaften Spötterei nur ein Schritt ist und der im Grunde, wenn auf den inneren Werth gesehen wird, von einer gänzlichen Absagung wenig voraus hat.",
8.341,"Das Zweckwidrige in der Welt aber, was der Weisheit ihres Urhebers entgegengesetzt werden könnte, ist nun dreifacher Art:",
9.640,"Das Princip, worauf die Möglichkeit und Gültigkeit aller kategorischen Vernunftschlüsse beruht, ist dieses:",
4.1039,Eintheilung aller möglichen Principien der Sittlichkeit aus dem angenommenen Grundbegriffe der Heteronomie.,
9.334,"Die rationale Gewißheit ist hinwiederum entweder mathematische oder philosophische Gewißheit. Jene ist intuitiv, diese discursiv.",
9.696,Das Princip der disjunctiven Vernunftschlüsse ist der Grundsatz des ausschließenden Dritten:,
9.645,Aus der Natur und dem Princip der kategorischen Vernunftschlüsse fließen folgende Regeln für dieselben:,
9.301,"Die extensive Größe der Deutlichkeit, sofern sie nicht abundant ist, heißt Präcision (Abgemessenheit). Die Ausführlichkeit ( completudo ) und Abgemessenheit ( praecisio ) zusammen machen die Angemessenheit aus ( cognitionem, quae rem adaequat ); und in der intensiv adäquaten Erkenntniß, in der Profundität, verbunden mit der extensiv adäquaten in der Ausführlichkeit und Präcision, besteht (der Qualität nach) die vollendete Vollkommenheit eines Erkenntnisses ( consummata cognitionis perfectio ).",
6.515,"Geschlechtsgemeinschaft ( commercium sexuale ) ist der wechselseitige Gebrauch, den ein Mensch von eines anderen Geschlechtsorganen und Vermögen macht ( usus membrorum et facultatum sexualium alterius ), und entweder ein natürlicher (wodurch seines Gleichen erzeugt werden kann), oder unnatürlicher Gebrauch und dieser entweder an einer Person ebendesselben Geschlechts, oder einem Thiere von einer anderen als der Menschen-gattung; Welche Übertretungen der Gesetze, unnatürliche Laster ( crimina carnis contra naturam ), die auch unnennbar heißen, als Läsion der Menschheit in unserer eigenen Person durch gar keine Einschränkungen und Ausnahmen wider die gänzliche Verwerfung gerettet werden können.",
6.1013,"1) In einer Gewissenssache ( causa conscientiam tangens ) denkt sich der Mensch ein warnendes Gewissen ( praemonens ) vor der Entschließung; wobei die äußerste Bedenklichkeit ( scrupulositas ), wenn es einen Pflichtbegriff (etwas an sich Moralisches) betrifft, darüber das Gewissen der alleinige Richter ist ( casibus conscientiae ), nicht für Kleinigkeitskrämerei (Mikrologie) und eine wahre Übertretung nicht für Bagatelle ( peccatillum ) beurtheilt und (nach dem Grundsatz: minima non curat praetor ) einem willkürlich sprechenden Gewissensrath überlassen werden kann. Daher ein weites Gewissen jemanden zuzuschreiben so viel heißt als: ihn gewissenlos nennen.",
9.294,"Der Inbegriff aller wesentlichen Stücke eines Dinges oder die Hinlänglichkeit der Merkmale desselben der Coordination oder der Subordination nach, ist das Wesen ( complexus notarum primitivarum, interne conceptui dato sufficientium; s. complexus notarum, conceptum aliquem primitive constituentium ).",
5.125,"1. Der Quantität Subjectiv, nach Maximen (Willensmeinungen des Individuum) Objectiv, nach Principien (Vorschriften) A priori objective sowohl als subjective Principien der Freiheit (Gesetze). 2. Der Qualität Praktische Regeln des Begehens ( praeceptivae ) Praktische Regeln des Unterlassens ( prohibitivae ) Praktische Regeln der Ausnahmen ( exceptivae ). 3. Der Relation Auf die Persönlichkeit Auf den Zustand der Person Wechselseitig einer Person auf den Zustand der anderen. 4. Modalität Das Erlaubte und Unerlaubte Die Pflicht und das Pflichtwidrige Vollkommene und unvollkommene Pflicht.",
5.899,"Der Prästabilism kann nun wiederum auf zwiefache Art verfahren. Er betrachtet nämlich ein jedes von seines Gleichen gezeugte organische Wesen entweder als das Educt, oder als das Product des ersteren. Das System der Zeugungen als bloßer Educte heißt das der individuellen Präformation, oder auch die Evolutionstheorie; das der Zeugungen als Producte wird das System der Epigenesis genannt. Dieses letztere kann auch System der generischen Präformation genannt werden: weil das productive Vermögen der Zeugenden doch nach den inneren zweckmäßigen Anlagen, die ihrem Stamme zu Theil wurden, also die specifische Form virtualiter präformirt war. Diesem gemäß würde man die entgegenstehende Theorie der individuellen Präformation auch besser Involutionstheorie (oder die der Einschachtelung) nennen können.",
7.380,"§ 28. Die Einbildungskraft ( facultas imaginandi ), als ein Vermögen der Anschauungen auch ohne Gegenwart des Gegenstandes, ist entweder productiv, d. i. ein Vermögen der ursprünglichen Darstellung des letzteren ( exhibitio originaria ), welche also vor der Erfahrung vorhergeht; oder reproductiv, der abgeleiteten ( exhibitio derivativa ), welche eine vorher gehabte empirische Anschauung ins Gemüth zurückbringt. Reine Raumes- und Zeitanschauungen gehören zur erstern Darstellung; alle übrige setzen empirische Anschauung voraus, welche, wenn sie mit dem Begriffe vom Gegenstande verbunden und also empirisches Erkenntniß wird, Erfahrung heißt. - Die Einbildungskraft, so fern sie auch unwillkürlich Einbildungen hervorbringt, heißt Phantasie. Der, welcher diese für (innere oder äußere) Erfahrungen zu halten gewohnt ist, ist ein Phantast. - Im Schlaf (einem Zustande der Gesundheit) ein unwillkürliches Spiel seiner Einbildungen zu sein, heißt träumen.",
6.543,"Von einer metaphysischen Rechtslehre kann gefordert werden, daß sie a priori die Glieder der Eintheilung ( divisio logica ) vollständig und bestimmt aufzähle und so ein wahres System derselben aufstelle; statt dessen alle empirische Eintheilung bloß fragmentarisch ( partitio ) ist und es ungewiß läßt, ob es nicht noch mehr Glieder gebe, welche zur Ausfüllung der ganzen Sphäre des eingetheilten Begriffs erfordert würden. - Eine Eintheilung nach einem Princip a priori (im Gegensatz der empirischen) kann man nun dogmatisch nennen.",
9.686,"2. Daraus daß der hypothetische Schluß nur aus zwei Sätzen besteht, ohne einen Mittelbegriff zu haben, ist zu ersehen: daß er eigentlich kein Vernunftschluß sei, sondern vielmehr nur ein unmittelbarer, aus einem Vordersatze und Nachsatze, der Materie oder der Form nach, zu erweisender Schluß ( consequentia immediata demonstrabilis [ ex antecedente et consequente ] vel quoad materiam vel quoad formam ).",
4.1037,Die Heteronomie des Willens als der Quell aller unächten Principien der Sittlichkeit.,
7.808,"Die angestammten oder durch langen Gebrauch gleichsam zur Natur gewordenen und auf sie gepfropften Maximen, welche die Sinnesart eines Volks ausdrücken, sind nur so viel gewagte Versuche, die Varietäten im natürlichen Hang ganzer Völker mehr für den Geographen, empirisch, als für den Philosophen, nach Vernunftprincipien, zu classificiren. **)",
1.838,"Diese Trägheit seiner Denkungskraft, welche eine Folge der Abhängigkeit von einer groben und ungelenksamen Materie ist, ist nicht allein die Quelle des Lasters, sondern auch des Irrthums. Durch die Schwierigkeit, welche mit der Bemühung verbunden ist, den Nebel der verwirrten Begriffe zu zerstreuen und das durch verglichene Ideen entspringende allgemeine Erkenntniß von den sinnlichen Eindrücken abzusondern, abgehalten, giebt sie lieber einem übereilten Beifalle Platz und beruhigt sich in dem Besitze einer Einsicht, welche ihr die Trägheit ihrer Natur und der Widerstand der Materie kaum von der Seite erblicken lassen.",
1.287,"Es ist noch nöthig anzumerken, wie vortrefflich die Cartesianische Kräftenschätzung der Schwierigkeit abhilft, unter der die Leibnizische erliegt, wie wir jetzt ersehen haben.",
5.560,"Das Geschmacksurtheil ist gar nicht durch Beweisgründe bestimmbar, gleich als ob es bloß subjectiv wäre.",
9.363,"Es giebt so manche Dinge, die dazu beitragen, uns die Maxime der Nachahmung anzugewöhnen und dadurch die Vernunft zu einem fruchtbaren Boden von Vorurtheilen zu machen. Zu dergleichen Hülfsmitteln der Nachahmung gehören",
7.115,"Die Idee von einer moralischen, aber nur durch übernatürlichen Einfluß möglichen Metamorphose des Menschen mag wohl schon längst in den Köpfen der Gläubigen rumort haben: sie ist aber in neueren Zeiten allererst recht zur Sprache gekommen und hat den Spener-Franckischen und den Mährisch-Zinzendorfschen Sectenunterschied (den Pietism und Moravianism) in der Bekehrungslehre hervorgebracht.",
