ID,Absatz,"Autonomie, Dualismus von Natur und Freiheit"
7.854,"Der Charakter der Gattung, so wie er aus der Erfahrung aller Zeiten und unter allen Völkern kundbar wird, ist dieser: daß sie, collectiv (als ein Ganzes des Menschengeschlechts) genommen, eine nach und neben einander existirende Menge von Personen ist, die das friedliche Beisammensein nicht entbehren und dabei dennoch einander beständig widerwärtig zu sein nicht vermeiden können; folglich durch wechselseitigen Zwang unter von ihnen selbst ausgehenden Gesetzen zu einer beständig mit Entzweiung bedrohten, aber allgemein fortschreitenden Coalition in eine weltbürgerliche Gesellschaft ( cosmopolitismus ) sich von der Natur bestimmt fühlen: welche an sich unerreichbare Idee aber kein constitutives Princip (der Erwartung eines mitten in der lebhaftesten Wirkung und Gegenwirkung der Menschen bestehenden Friedens), sondern nur ein regulatives Princip ist: ihr als der Bestimmung des Menschengeschlechts nicht ohne gegründete Vermuthung einer natürlichen Tendenz zu derselben fleißig nachzugehen.",
8.405,"Der bürgerliche Zustand also, bloß als rechtlicher Zustand betrachtet, ist auf folgende Principien a priori gegründet:",
5.334,Gesammte Vermögen des Gemüths Erkenntnißvermögen Gefühl der Lust und Unlust Begehrungsvermögen Erkenntnißvermögen Verstand Urteilskraft Vernunft Principien a priori Gesetzmäßkeit Zweckmäßkeit Endzweck Anwendung auf Natur Kunst Freiheit.,
7.531,B. Von der Sagacität oder der Nachforschungsgabe.,
5.739,§ 59. Von der Schönheit als Symbol der Sittlichkeit.,
4.555,Betrachtung über die Summe der reinen Seelenlehre zu Folge diesen Paralogismen.,
5.627,§ 46. Schöne Kunst ist Kunst des Genies.,
6.888,XIV. Vom Princip der Absonderung der Tugendlehre von der Rechtslehre.,
6.377,B. Allgemeine Eintheilung der Rechte.,
7.54,C. Eigenthümlichkeit der medicinischen Facultät.,
7.761,A. Von der Gesichtsbildung.,
2.537,"§ 4. Das Object der Mathematik ist leicht und einfältig, der Philosophie aber schwer und verwickelt.",
2.274,1. Von der Physikotheologie überhaupt.,
1.930,1. Natura.,
7.828,E. Der Charakter der Gattung.,
7.49,A. Eigenthümlichkeit der theologischen Facultät.,
6.1134,B. Das Afterreden.,
9.740,II . Allgemeine Methodenlehre.,
4.1185,"Eine Materie durchdringt in ihrer Bewegung eine andere, wenn sie durch Zusammendrückung den Raum ihrer Ausdehnung völlig aufhebt.",
9.1605,"Eine gar zu schwache, so wie auch eine zu starke Perspiration macht ein dickes, klebrichtes Geblüt, und die größte Kälte sowohl als die größte Hitze machen, daß durch Austrocknung der Säfte die Gefäße und Nerven der animalischen Bewegungen steif und unbiegsam werden.",
6.678,"2) Der Landesherr hat das Recht der Begünstigung der Einwanderung und Ansiedelung Fremder (Colonisten), obgleich seine Landeskinder dazu scheel sehen möchten; wenn ihnen nur nicht das Privateigenthum derselben am Boden gekürzt wird.",
5.555,"Das Geschmacksurtheil bestimmt seinen Gegenstand in Ansehung des Wohlgefallens (als Schönheit) mit einem Anspruche auf jedermanns Beistimmung, als ob es objectiv wäre.",
9.1564,3. Muß er die Länge und Breite eines jeden Ortes wissen. Die erstere ist am schwersten zu finden. Man bedient sich dazu der Sonnen- und,
4.113,"Eine solche Unterweisung ist der Würde der Philosophie auf keine Weise gemäß. Um deswillen hat man diese Benennung der Dialektik lieber als eine Kritik des dialektischen Scheins der Logik beigezählt, und als eine solche wollen wir sie auch hier verstanden wissen.",
3.149,"Eine solche Unterweisung ist der Würde der Philosophie auf keine Weise gemäß. Um deswillen hat man diese Benennung der Dialektik lieber als eine Kritik des dialektischen Scheins der Logik beigezählt, und als eine solche wollen wir sie auch hier verstanden wissen.",
6.415,§ 4. Exposition des Begriffs vom äußeren Mein und Dein.,
9.66,"Malebranche und Locke haben keine eigentliche Logik abgehandelt, da sie auch vom Inhalte der Erkenntniß und vom Ursprunge der Begriffe handeln.",
9.370,"1) Vorurtheile des Ansehens. Zu diesen ist zu rechnen: a) das Vorurtheil des Ansehens der Person. Wenn wir in Dingen, die auf Erfahrung und Zeugnissen beruhen, unsre Erkenntniß auf das Ansehen andrer Personen bauen: so machen wir uns dadurch keiner Vorurtheile schuldig, denn in Sachen dieser Art",
9.1991,gehört zu einer Gattung Zink; durch dessen Zusatz zum Kupfer wird Messing gemacht.,
5.238,VIII. Vom Fürwahrhalten aus einem Bedürfnisse der reinen Vernunft.,
2.786,Recension von Moscatis Schrift: Von dem körperlichen wesentlichen Unterschiede zwischen der Structur der Thiere und Menschen.,
3.813,II. Auflösung der kosmologischen Idee von der Totalität der Theilung eines gegebenen Ganzen in der Anschauung.,
5.759,"§ 62. Von der objectiven Zweckmäßigkeit, die bloß formal ist, zum Unterschiede von der materialen.",
1.995,"Praescientiae divinae respectu actionum liberarum locus non est, nisi determinata eorum rationibus suis futuritio admittatur.",
3.61,VII. Idee und Eintheilung einer besonderen Wissenschaft unter dem Namen einer Kritik der reinen Vernunft.,
9.461,"Begriffe, die einerlei Sphäre haben, werden Wechselbegriffe ( conceptus reciproci ) genannt.",
7.359,Von den Ursachen der Vermehrung oder Verminderung der Sinnenempfindungen dem Grade nach.,
9.805,Bei jeder Eintheilung eines Begriffs ist darauf zu sehen:,
