ID,Absatz,Welchen Einfluß hat die Sprache auf die Gedanken?
2.622,"Diese Ungleichartigkeit der geistigen Vorstellungen und derer, die zum leiblichen Leben des Menschen gehören, darf indessen nicht als eine so große Hinderniß angesehen werden, daß sie alle Möglichkeit aufhebe, sich bisweilen der Einflüsse von Seiten der Geisterwelt sogar in diesem Leben bewußt zu werden. Denn sie können in das persönliche Bewußtsein des Menschen zwar nicht unmittelbar, aber doch so übergehen, daß sie nach dem Gesetz der vergesellschafteten Begriffe diejenige Bilder rege machen, die mit ihnen verwandt sind und analogische Vorstellungen unserer Sinne erwecken, die wohl nicht der geistige Begriff selber, aber doch deren Symbolen sind. Denn es ist doch immer eben dieselbe Substanz, die zu dieser Welt sowohl als zu der andern wie ein Glied gehört, und beiderlei Art von Vorstellungen gehören zu demselben Subjecte und sind mit einander verknüpft. Die Möglichkeit hievon können wir einigermaßen dadurch faßlich machen, wenn wir betrachten, wie unsere höhere Vernunftbegriffe, welche sich den geistigen ziemlich nähern, gewöhnlichermaßen gleichsam ein körperlich Kleid annehmen, um sich in Klarheit zu setzen. Daher die moralische Eigenschaften der Gottheit unter den Vorstellungen des Zorns, der Eifersucht, der Barmherzigkeit, der Rache, u. d. g. vorgestellt werden; daher personificiren Dichter die Tugenden, Laster oder andere Eigenschaften der Natur, doch so, daß die wahre Idee des Verstandes hindurchscheint; so stellt der Geometra die Zeit durch eine Linie vor, obgleich Raum und Zeit nur eine Übereinkunft in Verhältnissen haben und also wohl der Analogie nach, niemals aber der Qualität nach mit einander übereintreffen; daher nimmt die Vorstellung der göttlichen Ewigkeit selbst bei Philosophen den Schein einer unendlichen Zeit an, so sehr wie man sich auch hütet beide zu vermengen, und eine große Ursache, weswegen die Mathematiker gemeiniglich abgeneigt sind, die Leibnizische Monaden einzuräumen, ist wohl diese, daß sie nicht umhin können sich an ihnen kleine Klümpchen vorzustellen. Daher ist es nicht unwahrscheinlich, daß geistige Empfindungen in das Bewußtsein übergehen könnten, wenn sie Phantasien erregen, die mit ihnen verwandt sind. Auf diese Art würden Ideen, die durch einen geistigen Einfluß mitgetheilt sind, sich in die Zeichen derjenigen Sprache einkleiden, die der Mensch sonst im Gebrauch hat, die empfundene Gegenwart eines Geistes in das Bild einer menschlichen Figur, Ordnung und Schönheit der immateriellen Welt in Phantasien, die unsere Sinne sonst im Leben vergnügen, etc.",
4.1232,Die aller Materie wesentliche Anziehung ist eine unmittelbare Wirkung derselben auf andere durch den leeren Raum.,
2.792,"Die Vorlesung, welche ich ankündige, wird mehr eine nützliche Unterhaltung, als eine mühsame Beschäftigung sein; daher die Untersuchung, womit ich diese Ankündigung begleite, zwar etwas für den Verstand, aber mehr wie ein Spiel desselben, als eine tiefe Nachforschung enthalten wird.",
1.146,"Jetzt laßt uns die Vergleichung, die Herr Hermann zwischen der Wirkung der Federn und dem Druck der Schwere anstellt, annehmen, so werden wir finden, daß die Zeit, wie lange die Kraft des Körpers der Schwere widerstehen kann, und nicht der zurückgelegte Raum dasjenige sei, wornach die ganze Wirkung des Körpers müsse geschätzt werden.",
1.162,"Nachdem ich erwiesen habe, daß die Betrachtung der durch die Schwere fallenden Körper den lebendigen Kräften auf keinerlei Weise vortheilhaft sei, so ist es Zeit eine andere Gattung von Beweisen in Erwägung zu ziehen, auf die sich die Vertheidiger der lebendigen Kräfte jederzeit sehr viel zu gute gethan haben. Es sind diejenige, die ihnen die Lehre von der Bewegung elastischer Körper darzubieten scheint.",
2.595,"Ein Vorbericht, der sehr wenig für die Ausführung verspricht.",
1.296,"Es gründet sich endlich auf die Zusammensetzung der Bewegung noch ein Fall, den man wohl den Achilles unserer Gegner nennen könnte.",
7.496,"Dumm heißt vornehmlich der, welcher zu Geschäften nicht gebraucht werden kann, weil er keine Urtheilskraft besitzt.",
9.2307,"Die Erziehung schließt Versorgung und Bildung in sich. Diese ist 1) negativ, die Disciplin, die blos Fehler abhält; 2) positiv, die Unterweisung und Anführung, und gehört in so fern zur Cultur. Anführung ist die Leitung in der Ausübung desjenigen, was man gelehrt hat. Daher entsteht der Unterschied zwischen Informator, der blos ein Lehrer, und Hofmeister, der ein Führer ist. Jener erzieht blos für die Schule, dieser für das Leben.",
9.1010,Die berühmtesten Straßen oder Meerengen nun sind:,
9.1510,Noch immer verändert sich die Gestalt der Erde und zwar vorzüglich durch folgende Ursachen:,
4.1220,Durch bloße Anziehungskraft ohne Zurückstoßung ist keine Materie möglich.,
9.962,"Jupiter hat einen Durchmesser von 18920 Meilen. Ein Jahr in ihm beträgt eilf unserer gemeinen Jahre, 315 Tage, 14 Stunden, 27 Minuten und 11 Secunden. Das Sonnenlicht bedarf einer Zeit von 42 Minuten 13 Secunden, ehe es diesen Planeten erreicht.",
9.926,"den Äquator und zwar von Westen nach Osten hin in die bestimmten Grade abtheilt, weil die Bewegung der Erde eben diese ist *).",
5.644,"§ 49. Von den Vermögen des Gemüths, welche das Genie ausmachen.",
9.624,"In den Vordersätzen oder Prämissen besteht die Materie, und in der Conclusion, sofern sie die Consequenz enthält, die Form der Vernunftschlüsse.",
9.2051,Sitten und Charakter der Nation.,
3.218,§ 17. Der Grundsatz der synthetischen Einheit der Apperception ist das oberste Princip alles Verstandesgebrauchs.,
7.123,Friedens=Abschluß und Beilegung des Streits der Facultäten.,
5.803,§ 68. Von dem Princip der Teleologie als innerem Princip der Naturwissenschaft.,
6.748,4. Über die Verwechselung des dinglichen mit dem persönlichen Rechte.,
4.530,"Dritter Paralogism, der Personalität.",
6.1094,C. Theilnehmende Empfindung ist überhaupt Pflicht.,
8.306,Zweiter Abschnitt. Die Auflösung der Aufgabe: Wie sind synthetische Urtheile a priori möglich? nach Herrn Eberhard.,
2.132,Alle Menschen sind Sünder; Alle Menschen sind vernünftig; Also einige Vernünftige sind Sünder.,
9.903,"5. Man hat die Erde nach allen Gegenden umschifft, was nicht möglich gewesen wäre, hätte sie keine runde Gestalt *).",
7.620,A. Von der Regierung des Gemüths in Ansehung der Affecten.,
8.345,"IIIte Art des Zweckwidrigen in der Welt gedacht werden können, nämlich das Mißverhältniß der Verbrechen und Strafen in der Welt.",
2.178,"3. Kann ich wohl sagen, daß im Dasein mehr als in der bloßen Möglichkeit sei?",
6.915,"Die letztere Eintheilung muß also, weil sie die Form der Wissenschaft betrifft, vor der ersteren als Grundriß des Ganzen vorhergehen.",
2.566,"Vierte Betrachtung. Von der Deutlichkeit und Gewißheit, deren die erste Gründe der natürlichen Gottesgelahrtheit und Moral fähig sind.",
9.1508,"Vierter Abschnitt. Geschichte der großen Veränderungen, welche die Erde ehedeß erlitten hat und noch erleidet.",
5.345,"§ 2. Das Wohlgefallen, welches das Geschmacksurtheil bestimmt, ist ohne alles Interesse.",
3.33,"II. Wir sind im Besitze gewisser Erkenntnisse a priori, und selbst der gemeine Verstand ist niemals ohne solche.",
