ID,Absatz,Welcher Sprachlichkeit oder Sprachbedingtheit unterliegt das Denken?
9.269,"Das menschliche Erkennen ist von Seiten des Verstandes discursiv, d. h. es geschieht durch Vorstellungen, die das, was mehreren Dingen gemein ist, zum Erkenntnißgrunde machen, mithin durch Merkmale als solche. Wir erkennen also Dinge nur durch Merkmale und das heißt eben Erkennen, welches von Kennen herkommt.",3
7.137,"Ich habe aus der Kritik der reinen Vernunft gelernt, daß Philosophie nicht etwa eine Wissenschaft der Vorstellungen, Begriffe und Ideen, oder eine Wissenschaft aller Wissenschaften, oder sonst etwas Ähnliches sei; sondern eine Wissenschaft des Menschen, seines Vorstellens, Denkens und Handelns; - sie soll den Menschen nach allen seinen Bestandtheilen darstellen, wie er ist und sein soll, d. h. sowohl nach seinen Naturbestimmungen, als auch nach seinem Moralitäts- und Freiheitsverhältniß. Hier wies nun die alte Philosophie dem Menschen einen ganz unrichtigen Standpunkt in der Welt an, indem sie ihn in dieser zu einer Maschine machte, die als solche gänzlich von der Welt oder von den Außendingen und Umständen abhängig sein mußte; sie machte also den Menschen zu einem beinahe bloß passiven Theile der Welt. - Jetzt erschien die Kritik der Vernunft und bestimmte dem Menschen in der Welt eine durchaus active Existenz. Der Mensch selbst ist ursprünglich Schöpfer aller seiner Vorstellungen und Begriffe und soll einziger Urheber aller seiner Handlungen sein. Jenes ""ist"" und dieses ""soll"" führt auf zwei ganz verschiedene Bestimmungen am Menschen. Wir bemerken daher auch im Menschen zweierlei ganz verschiedenartige Theile, nämlich auf der einen Seite Sinnlichkeit und Verstand und auf der andern Vernunft und freien Willen, die sich sehr wesentlich von einander unterscheiden. In der Natur ist alles; es ist von keinem Soll in ihr die Rede; Sinnlichkeit und Verstand gehen aber nur immer darauf aus, zu bestimmen, was und wie es ist; sie müssen also für die Natur, für diese Erdenwelt, bestimmt sein und mithin zu ihr gehören. Die Vernunft will beständig ins Übersinnliche, wie es wohl über die sinnliche Natur hinaus beschaffen sein möchte: sie scheint also , obzwar ein theoretisches Vermögen, dennoch gar nicht für diese Sinnlichkeit bestimmt zu sein; der freie Wille aber besteht ja in einer Unabhängigkeit von den Außendingen; diese sollen nicht Triebfedern des Handlens für den Menschen sein; er kann also noch weniger zur Natur gehören. Aber wohin denn? Der Mensch muß für zwei ganz verschiedene Welten bestimmt sein, einmal für das Reich der Sinne und des Verstandes, also für diese Erdenwelt: dann aber auch noch für eine andere Welt, die wir nicht kennen, für ein Reich der Sitten.",2
9.91,Das Feld der Philosophie in dieser weltbürgerlichen Bedeutung läßt sich auf folgende Fragen bringen:,6
9.55,Was den Vortrag der Logik betrifft: so kann derselbe entweder scholastisch oder popular sein.,0
7.404,C. Das sinnliche Dichtungsvermögen der Verwandtschaft.,6
9.40,Die Logik wird eingetheilt,0
9.412,Die Erkenntniß durch Begriffe heißt das Denken ( cognitio discursiva ).,2
5.400,§ 13. Das reine Geschmacksurtheil ist von Reiz und Rührung unabhängig.,0
9.437,"2) die Reflexion, d. i. die Überlegung, wie verschiedene Vorstellungen in einem Bewußtsein begriffen sein können; und endlich",4
3.415,"2. Was mit den materialen Bedingungen der Erfahrung (der Empfindung) zusammenhängt, ist wirklich.",0
4.351,"2. Was mit den materialen Bedingungen der Erfahrung (der Empfindung) zusammenhängt, ist wirklich.",0
9.153,"Auf den hier angegebenen Unterschied zwischen intuitiven und discursiven Erkenntnissen, oder zwischen Anschauungen und Begriffen gründet sich die Verschiedenheit der ästhetischen und der logischen Vollkommenheit des Erkenntnisses.",2
9.483,§. 19. Gegenstand der logischen Reflexion die bloße Form der Urtheile.,0
3.135,1) Als allgemeine Logik abstrahirt sie von allem Inhalt der Verstandeserkenntniß und der Verschiedenheit ihrer Gegenstände und hat mit nichts als der bloßen Form des Denkens zu thun.,5
5.394,§ 11. Das Geschmacksurtheil hat nichts als die Form der Zweckmäßigkeit eines Gegenstandes (oder der Vorstellungsart desselben) zum Grunde.,0
9.411,"Alle Erkenntnisse, das heißt: alle mit Bewußtsein auf ein Object bezogene Vorstellungen sind entweder Anschauungen oder Begriffe. Die Anschauung ist eine einzelne Vorstellung ( repraesentatio singularis ), der Begriff eine allgemeine ( repraesentatio per notas communes ) oder reflectirte Vorstellung ( repraesentatio discursiva ).",3
5.666,"1) Die redenden Künste sind Beredsamkeit und Dichtkunst. Beredsamkeit ist die Kunst, ein Geschäft des Verstandes als ein freies Spiel der Einbildungskraft zu betreiben; Dichtkunst, ein freies Spiel der Einbildungskraft als ein Geschäft des Verstandes auszuführen.",3
7.397,"§ 31. Es giebt drei verschiedene Arten des sinnlichen Dichtungsvermögens. Diese sind das bildende der Anschauung im Raum ( imaginatio plastica ), das beigesellende der Anschauung in der Zeit ( imaginatio associans ) und das der Verwandtschaft aus der gemeinschaftlichen Abstammung der Vorstellungen von einander ( affinitas ).",2
5.665,"Es giebt also nur dreierlei Arten schöner Künste: die redende, die bildende und die Kunst des Spiels der Empfindungen (als äußerer Sinneneindrücke). Man könnte diese Eintheilung auch dichotomisch einrichten, so daß die schöne Kunst in die des Ausdrucks der Gedanken, oder der Anschauungen und diese wiederum bloß nach ihrer Form, oder ihrer Materie (der Empfindung) eingetheilt würde. Allein sie würde alsdann zu abstract und nicht so angemessen den gemeinen Begriffen aussehen.",3
7.270,"§ 4. Das Bemerken ( animadvertere ) ist noch nicht ein Beobachten ( observare ) seiner selbst. Das letztere ist eine methodische Zusammenstellung der an uns selbst gemachten Wahrnehmungen, welche den Stoff zum Tagebuch eines Beobachters seiner selbst abgiebt und leichtlich zu Schwärmerei und Wahnsinn hinführt.",0
5.405,"Ästhetische Urtheile können eben sowohl als theoretische (logische) in empirische und reine eingetheilt werden. Die erstern sind die, welche Annehmlichkeit oder Unannehmlichkeit, die zweiten die, welche Schönheit von einem Gegenstande, oder von der Vorstellungsart desselben aussagen; jene sind Sinnenurtheile (materiale ästhetische Urtheile), diese (als formale) allein eigentliche Geschmacksurtheile.",0
5.653,"Mit einem Worte, die ästhetische Idee ist eine einem gegebenen Begriffe beigesellte Vorstellung der Einbildungskraft, welche mit einer solchen Mannigfaltigkeit der Theilvorstellungen in dem freien Gebrauche derselben verbunden ist, daß für sie kein Ausdruck, der einen bestimmten Begriff bezeichnet, gefunden werden kann, die also zu einem Begriffe viel Unnennbares hinzu denken läßt, dessen Gefühl die Erkenntnißvermögen belebt und mit der Sprache, als bloßem Buchstaben, Geist verbindet.",2
9.156,"Diese wesentliche ästhetische Vollkommenheit ist es auch, welche unter allen mit der logischen Vollkommenheit sich verträgt und am besten mit ihr verbinden läßt.",0
9.863,"Von den Sinnen fangen sich unsere Erkenntnisse an. Sie geben uns die Materie, der die Vernunft nur eine schickliche Form ertheilt. Der Grund aller Kenntnisse liegt also in den Sinnen und in der Erfahrung, welche letztere entweder unsere eigne oder eine fremde ist.",3
5.63,"Reine Vernunft ist für sich allein praktisch und giebt (dem Menschen) ein allgemeines Gesetz, welches wir das Sittengesetz nennen.",4
6.316,Folgende Begriffe sind der Metaphysik der Sitten in ihren beiden Theilen gemein.,5
7.330,Von den fünf Sinnen.,0
7.524,Von dem specifischen Unterschiede des vergleichenden und des vernünftelnden Witzes.,6
9.362,"Vernunft ist zwar ein thätiges Princip, das nichts von bloßer Autorität Anderer, auch nicht einmal, wenn es ihren reinen Gebrauch gilt, von der Erfahrung entlehnen soll. Aber die Trägheit sehr vieler Menschen macht, daß sie lieber in Anderer Fußtapfen treten als ihre eigenen Verstandeskräfte anstrengen. Dergleichen Menschen können immer nur Copien von Andern werden, und wären alle von der Art, so würde die Welt ewig auf einer und derselben Stelle bleiben. Es ist daher höchst nöthig und wichtig: die Jugend nicht, wie es gewöhnlich geschieht, zum bloßen Nachahmen anzuhalten.",6
4.9,"Die menschliche Vernunft hat das besondere Schicksal in einer Gattung ihrer Erkenntnisse: daß sie durch Fragen belästigt wird, die sie nicht abweisen kann, denn sie sind ihr durch die Natur der Vernunft selbst aufgegeben, die sie aber auch nicht beantworten kann, denn sie übersteigen alles Vermögen der menschlichen Vernunft.",4
6.883,3) Tugend muß (gleich der Klugheit) der Erfahrung abgelernt werden.,6
6.6,"Moral also führt unumgänglich zur Religion, wodurch sie sich zur Idee eines machthabenden moralischen Gesetzgebers außer dem Menschen erweitert *) , in dessen Willen dasjenige Endzweck (der Weltschöpfung) ist, was zugleich der Endzweck des Menschen sein kann und soll.",0
5.538,"Einfalt (kunstlose Zweckmäßigkeit) ist gleichsam der Stil der Natur im Erhabenen und so auch der Sittlichkeit, welche eine zweite (übersinnliche) Natur ist, wovon wir nur die Gesetze kennen, ohne das übersinnliche Vermögen in uns selbst, was den Grund dieser Gesetzgebung enthält, durch Anschauen erreichen zu können.",6
2.263,1. Was aus unserm Beweisgrunde zum Vorzuge der Ordnung der Natur vor dem Übernatürlichen kann geschlossen werden.,0
6.517,"Es ist nämlich, auch unter Voraussetzung der Lust zum wechselseitigen Gebrauch ihrer Geschlechtseigenschaften, der Ehevertrag kein beliebiger, sondern durchs Gesetz der Menschheit nothwendiger Vertrag, d. i. wenn Mann und Weib einander ihren Geschlechtseigenschaften nach wechselseitig genießen wollen, so müssen sie sich nothwendig verehlichen, und dieses ist nach Rechtsgesetzen der reinen Vernunft nothwendig.",0
6.961,"Ist es z. B. zur Zeit der Schwangerschaft - ist es bei der Sterilität des Weibes (Alters oder Krankheit wegen), oder wenn dieses keinen Anreiz dazu bei sich findet, nicht dem Naturzwecke und hiemit auch der Pflicht gegen sich selbst an einem oder dem anderen Theil eben so wie bei der unnatürlichen Wohllust zuwider, von seinen Geschlechtseigenschaften Gebrauch zu machen; oder giebt es hier ein Erlaubnißgesetz der moralisch praktischen Vernunft, welches in der Collision ihrer Bestimmungsgründe etwas an sich zwar Unerlaubtes doch zur Verhütung einer noch größeren Übertretung (gleichsam nachsichtlich) erlaubt macht? - Von wo an kann man die Einschränkung einer weiten Verbindlichkeit zum Purism (einer Pedanterei in Ansehung der Pflichtbeobachtung, was die Weite derselben betrifft) zählen und den thierischen Neigungen mit Gefahr der Verlassung des Vernunftgesetzes einen Spielraum verstatten?",0
9.2298,"Bei der Erziehung muß der Mensch also 1) disciplinirt werden. Discipliniren heißt suchen zu verhüten, daß die Thierheit nicht der Menschheit in dem einzelnen sowohl als gesellschaftlichen Menschen zum Schaden gereiche. Disciplin ist also blos Bezähmung der Wildheit.",0
3.956,"Nun will ich nicht hoffen, daß sich jemand unterwinden sollte, das Verhältniß der von ihm beobachteten Weltgröße (nach Umfang sowohl als Inhalt) zur Allmacht, der Weltordnung zur höchsten Weisheit, der Welteinheit zur absoluten Einheit des Urhebers etc. einzusehen. Also kann die Physikotheologie keinen bestimmten Begriff von der obersten Weltursache geben und daher zu einem Princip der Theologie, welches wiederum die Grundlage der Religion ausmachen soll, nicht hinreichend sein.",4
6.1041,"Welche von diesen physischen Vollkommenheiten vorzüglich, und in welcher Proportion in Vergleichung gegen einander sie sich zum Zweck zu machen es Pflicht des Menschen gegen sich selbst sei, bleibt ihrer eigenen vernünftigen Überlegung in Ansehung der Lust zu einer gewissen Lebensart und zugleich der Schätzung seiner dazu erforderlichen Kräfte überlassen, um darunter zu wählen (z. B. ob es ein Handwerk, oder der Kaufhandel, oder die Gelehrsamkeit sein sollte). Denn abgesehen von dem Bedürfniß der Selbsterhaltung, welches an sich keine Pflicht begründen kann, ist es Pflicht des Menschen gegen sich selbst, ein der Welt nützliches Glied zu sein, weil dieses auch zum Werth der Menschheit in seiner eigenen Person gehört, die er also nicht abwürdigen soll.",0
5.487,"Weil alles, was der bloß reflectirenden Urtheilskraft ohne Interesse gefallen soll, in seiner Vorstellung subjective und als solche allgemein-gültige Zweckmäßigkeit bei sich führen muß, gleichwohl aber hier keine Zweckmäßigkeit der Form des Gegenstandes (wie beim Schönen) der Beurtheilung zum Grunde liegt, so fragt sich: welches ist diese subjective Zweckmäßigkeit? und wodurch wird sie als Norm vorgeschrieben, um in der bloßen Größenschätzung und zwar der, welche gar bis zur Unangemessenheit unseres Vermögens der Einbildungskraft in Darstellung des Begriffs von einer Größe getrieben worden, einen Grund zum allgemein gültigen Wohlgefallen abzugeben?",3
7.190,Von der Macht des Gemüths des Menschen über seine krankhafte Gefühle durch den bloßen festen Vorsatz Meister zu sein.,0
7.242,"Allen Versuchen aber, zu einer solchen Wissenschaft mit Gründlichkeit zu gelangen, stehen erhebliche, der menschlichen Natur selber anhängende Schwierigkeiten entgegen.",0
4.1177,"Die Materie erfüllt ihre Räume durch repulsive Kräfte aller ihrer Theile, d. i. durch eine ihr eigene Ausdehnungskraft, die einen bestimmten Grad hat, über den kleinere oder größere ins Unendliche können gedacht werden.",6
7.463,"Ein richtiger Verstand, geübte Urtheilskraft und gründliche Vernunft machen den ganzen Umfang des intellectuellen Erkenntnißvermögens aus; vornehmlich sofern dieses auch als Tüchtigkeit zu Beförderung des Praktischen, d. i. zu Zwecken, beurtheilt wird.",6
1.14,"Nach so großen Bemühungen, die sich die größten Männer um die Freiheit des menschlichen Verstandes gegeben haben, sollte man da wohl Ursache haben zu befürchten, daß ihnen der Erfolg derselben mißfallen werde?",6
4.1232,Die aller Materie wesentliche Anziehung ist eine unmittelbare Wirkung derselben auf andere durch den leeren Raum.,0
1.126,"Es ist also erstens die Abwesenheit der Wirklichkeit der Bewegung nicht die wahre und rechte Bedingung, welche der Kraft eines Körpers die Schätzung der schlechten Geschwindigkeit zueignet.",0
3.1103,Von der Unmöglichkeit einer sceptischen Befriedigung der mit sich selbst veruneinigten reinen Vernunft.,6
8.341,"Das Zweckwidrige in der Welt aber, was der Weisheit ihres Urhebers entgegengesetzt werden könnte, ist nun dreifacher Art:",0
9.84,"Man frägt doch immer am Ende, wozu dient das Philosophiren und der Endzweck desselben die Philosophie selbst als Wissenschaft nach dem Schulbegriffe betrachtet?",4
6.95,c) Schwierigkeiten gegen die Realität dieser Idee und Auflösung derselben.,0
5.229,"VII. Wie eine Erweiterung der reinen Vernunft in praktischer Absicht, ohne damit ihr Erkenntniß als speculativ zugleich zu erweitern, zu denken möglich sei?",5
4.458,"Bei dem großen Reichthum unserer Sprachen findet sich doch oft der denkende Kopf wegen des Ausdrucks verlegen, der seinem Begriffe genau anpaßt, und in dessen Ermangelung er weder andern, noch sogar sich selbst recht verständlich werden kann. Neue Wörter zu schmieden, ist eine Anmaßung zum Gesetzgeben in Sprachen, die selten gelingt, und ehe man zu diesem verzweifelten Mittel schreitet, ist es rathsam, sich in einer todten und gelehrten Sprache umzusehen, ob sich daselbst nicht dieser Begriff sammt seinem angemessenen Ausdrucke vorfinde; und wenn der alte Gebrauch desselben durch Unbehutsamkeit seiner Urheber auch etwas schwankend geworden wäre, so ist es doch besser, die Bedeutung, die ihm vorzüglich eigen war, zu befestigen (sollte es auch zweifelhaft bleiben, ob man damals genau eben dieselbe im Sinne gehabt habe), als sein Geschäfte nur dadurch zu verderben, daß man sich unverständlich machte.",2
3.540,"Bei dem großen Reichthum unserer Sprachen findet sich doch oft der denkende Kopf wegen des Ausdrucks verlegen, der seinem Begriffe genau anpaßt, und in dessen Ermangelung er weder andern, noch sogar sich selbst recht verständlich werden kann. Neue Wörter zu schmieden, ist eine Anmaßung zum Gesetzgeben in Sprachen, die selten gelingt, und ehe man zu diesem verzweifelten Mittel schreitet, ist es rathsam, sich in einer todten und gelehrten Sprache umzusehen, ob sich daselbst nicht dieser Begriff sammt seinem angemessenen Ausdrucke vorfinde; und wenn der alte Gebrauch desselben durch Unbehutsamkeit seiner Urheber auch etwas schwankend geworden wäre, so ist es doch besser, die Bedeutung, die ihm vorzüglich eigen war, zu befestigen (sollte es auch zweifelhaft bleiben, ob man damals genau eben dieselbe im Sinne gehabt habe), als sein Geschäfte nur dadurch zu verderben, daß man sich unverständlich machte.",2
7.604,"Woher schreibt sich die poetische Freiheit, die doch dem Redner nicht zusteht, dann und wann wider die Sprachgesetze zu verstoßen? Vermuthlich davon, daß er durch das Gesetz der Form nicht gar zu sehr beengt werde, einen großen Gedanken auszudrücken.",3
2.145,"Es giebt noch eine gewisse andere Brauchbarkeit der Syllogistik, nämlich vermittelst ihrer in einem gelehrten Wortwechsel dem Unbehutsamen den Rang abzulaufen. Da dieses aber zur Athletik der Gelehrten gehört, einer Kunst, die sonst wohl sehr nützlich sein mag, nur daß sie nicht viel zum Vortheil der Wahrheit beiträgt, so übergehe ich sie hier mit Stillschweigen.",4
9.435,"Die logischen Verstandes-Actus, wodurch Begriffe ihrer Form nach erzeugt werden, sind:",2
9.2061,"Von den Wissenschaften, der Sprache und den Gesetzen.",4
5.187,Zweites Hauptstück. Von der Dialektik der reinen Vernunft in Bestimmung des Begriffs vom höchsten Gut.,5
3.218,§ 17. Der Grundsatz der synthetischen Einheit der Apperception ist das oberste Princip alles Verstandesgebrauchs.,3
5.442,"§ 20. Die Bedingung der Nothwendigkeit, die ein Geschmacksurtheil vorgiebt, ist die Idee eines Gemeinsinnes.",0
3.1174,"Praktische Gesetze, so fern sie zugleich subjective Gründe der Handlungen, d. i. subjective Grundsätze, werden, heißen Maximen. Die Beurtheilung der Sittlichkeit ihrer Reinigkeit und Folgen nach geschieht nach Ideen, die Befolgung ihrer Gesetze nach Maximen.",5
5.847,§ 75. Der Begriff einer objectiven Zweckmäßigkeit der Natur ist ein kritisches Princip der Vernunft für die reflectirende Urtheilskraft.,6
5.447,"§ 22. Die Nothwendigkeit der allgemeinen Beistimmung, die in einem Geschmacksurtheil gedacht wird, ist eine subjective Nothwendigkeit, die unter der Voraussetzung eines Gemeinsinns als objectiv vorgestellt wird.",0
9.286,"Übrigens müssen wir hier die logische Wichtigkeit und Fruchtbarkeit von der praktischen, der Nützlichkeit und Brauchbarkeit unterscheiden.",0
6.828,"VII. Die ethischen Pflichten sind von weiter, dagegen die Rechtspflichten von enger Verbindlichkeit.",0
5.440,"§ 19. Die subjective Nothwendigkeit, die wir dem Geschmacksurtheile beilegen, ist bedingt.",0
9.255,"Von der Genauigkeit, als einer objectiven Vollkommenheit des Erkenntnisses - da das Erkenntniß hier völlig mit dem Object congruirt kann man noch die Subtilität als eine subjective Vollkommenheit desselben unterscheiden.",5
9.1004,Die merkwürdigsten Meerbusen sind:,0
9.1510,Noch immer verändert sich die Gestalt der Erde und zwar vorzüglich durch folgende Ursachen:,0
9.378,"Es giebt mehrere Ursachen, durch die das Vorurtheil des Alterthums erzeugt und unterhalten wird.",0
4.1220,Durch bloße Anziehungskraft ohne Zurückstoßung ist keine Materie möglich.,0
4.1244,"Die ursprüngliche Anziehungskraft, worauf selbst die Möglichkeit der Materie als einer solchen beruht, erstreckt sich im Weltraume von jedem Theile derselben auf jeden andern unmittelbar ins Unendliche.",0
9.962,"Jupiter hat einen Durchmesser von 18920 Meilen. Ein Jahr in ihm beträgt eilf unserer gemeinen Jahre, 315 Tage, 14 Stunden, 27 Minuten und 11 Secunden. Das Sonnenlicht bedarf einer Zeit von 42 Minuten 13 Secunden, ehe es diesen Planeten erreicht.",0
9.941,Aus dieser Bewegung der Erde nun um die Sonne entstehen folgende Kreise:,0
7.590,Der Geschmack enthält eine Tendenz zur äußeren Beförderung der Moralität.,0
7.303,Rechtfertigung der Sinnlichkeit gegen die zweite Anklage.,0
7.305,Rechtfertigung der Sinnlichkeit wider die Dritte Anklage.,0
7.300,Rechtfertigung der Sinnlichkeit gegen die erste Anklage.,0
6.835,"1. Eigene Vollkommenheit als Zweck, der zugleich Pflicht ist.",0
5.637,"Zur Beurtheilung schöner Gegenstände als solcher wird Geschmack, zur schönen Kunst selbst aber, d. i. der Hervorbringung solcher Gegenstände, wird Genie erfordert.",0
6.846,"Alle Pflichten enthalten einen Begriff der Nöthigung durch das Gesetz; die ethische eine solche, wozu nur eine innere, die Rechtspflichten dagegen eine solche Nöthigung, wozu auch eine äußere Gesetzgebung möglich ist; beide also eines Zwanges, er mag nun Selbstzwang oder Zwang durch einen Andern sein: da dann das moralische Vermögen des ersteren Tugend und die aus einer solchen Gesinnung (der Achtung fürs Gesetz) entspringende Handlung Tugendhandlung (ethisch) genannt werden kann, obgleich das Gesetz eine Rechtspflicht aussagt. Denn es ist die Tugendlehre, welche gebietet das Recht der Menschen heilig zu halten.",0
5.639,Eine Naturschönheit ist ein schönes Ding; die Kunstschönheit ist eine schöne Vorstellung von einem Dinge.,0
6.324,"Sache ist ein Ding, was keiner Zurechnung fähig ist. Ein jedes Object der freien Willkür, welches selbst der Freiheit ermangelt, heißt daher Sache ( res corporalis ).",0
6.308,"Man nennt die bloße Übereinstimmung oder Nichtübereinstimmung einer Handlung mit dem Gesetze ohne Rücksicht auf die Triebfeder derselben die Legalität (Gesetzmäßigkeit), diejenige aber, in welcher die Idee der Pflicht aus dem Gesetze zugleich die Triebfeder der Handlung ist, die Moralität (Sittlichkeit) derselben.",0
9.637,"3) ein vermittelndes Merkmal ( nota intermedia ), welches der Mittelbegriff ( terminus medius ) heißt, weil durch denselben ein Erkenntniß unter die Bedingung der Regel subsumirt wird.",5
9.1772,"Er ist größer als ein Landbär, hat Vorderfüße wie abgehauene Armstumpfe, worin doch die Zehen verborgen liegen, und wird nicht weit von Kamtschatka gefangen. Sie streiten gegen einen Anfall in Rotten und beißen ihre eigenen Kameraden, wenn sie weichen. Den Sommer über fressen sie nichts. - Art von Robben.",0
9.1939,"Die Calabassenbäume in Afrika und Indien tragen eine Frucht, die, von einander geschnitten, gute Kochtöpfe und nach Wegnehmung des Halses gute Geschirre abgiebt.",0
3.430,"Das bloße, aber empirisch bestimmte Bewußtsein meines eigenen Daseins beweiset das Dasein der Gegenstände im Raum außer mir.",0
1.442,"Allein dieses sind auch die Bedingungen, die diesem Gesetze anhängen.",0
9.874,"Wir können aber beides, Geschichte und Geographie, auch gleichmäßig eine Beschreibung nennen, doch mit dem Unterschiede, daß erstere eine Beschreibung der Zeit, letztere eine Beschreibung dem Raume nach ist.",6
9.1856,"Diese Art Flöhe gräbt sich in Westindien in die Haut der Menschen ein und verursacht, wenn man nicht das ganze Wärzchen, in dem sie sitzt, ausgräbt, den kalten Brand, weil das Gift sich mit den übrigen Säften des Körpers vermischt.",0
6.34,"1. Die Anlage für die Thierheit des Menschen, als eines lebenden;",0
7.163,5. An irgend eine Erfahrung muß doch die wahrsagende Geschichte des Menschengeschlechts angeknüpft werden.,0
5.420,"§ 16. Das Geschmacksurtheil, wodurch ein Gegenstand unter der Bedingung eines bestimmten Begriffs für schön erklärt wird, ist nicht rein.",5
8.137,II. Man kann in Ansehung der Hautfarbe vier Klassenunterschiede der Menschen annehmen.,0
9.245,"Wie Wahrheit möglich sei, das ist leicht einzusehen, da hier der Verstand nach seinen wesentlichen Gesetzen handelt.",6
5.817,Die erste Maxime derselben ist der Satz: alle Erzeugung materieller Dinge und ihrer Formen muß als nach bloß mechanischen Gesetzen möglich beurtheilt werden.,0
4.240,Das Schema der Nothwendigkeit ist das Dasein eines Gegenstandes zu aller Zeit.,0
3.290,Das Schema der Nothwendigkeit ist das Dasein eines Gegenstandes zu aller Zeit.,0
6.808,"III. Von dem Grunde sich einen Zweck, der zugleich Pflicht ist, zu denken.",6
9.1009,V. In Australien befindet sich der im Norden gelegene Meerbusen von Carpentaria.,0
3.646,Die Welt hat einen Anfang in der Zeit und ist dem Raume nach auch in Grenzen eingeschlossen.,0
9.636,"2) das Subject (in der Conclusion), dessen Begriff der Unterbegriff ( terminus minor ) heißt, und",6
5.623,"§ 45. Schöne Kunst ist eine Kunst, sofern sie zugleich Natur zu sein scheint.",0
