ID,Absatz,"Wollen, Absicht, Handlung"
4.940,"Es ist überall nichts in der Welt, ja überhaupt auch außer derselben zu denken möglich, was ohne Einschränkung für gut könnte gehalten werden, als allein ein guter Wille. Verstand, Witz, Urtheilskraft und wie die Talente des Geistes sonst heißen mögen, oder Muth, Entschlossenheit, Beharrlichkeit im Vorsatze als Eigenschaften des Temperaments sind ohne Zweifel in mancher Absicht gut und wünschenswerth; aber sie können auch äußerst böse und schädlich werden, wenn der Wille, der von diesen Naturgaben Gebrauch machen soll und dessen eigenthümliche Beschaffenheit darum Charakter heißt, nicht gut ist. Mit den Glücksgaben ist es eben so bewandt. Macht, Reichthum, Ehre, selbst Gesundheit und das ganze Wohlbefinden und Zufriedenheit mit seinem Zustande unter dem Namen der Glückseligkeit machen Muth und hiedurch öfters auch Übermuth, wo nicht ein guter Wille da ist, der den Einfluß derselben aufs Gemüth und hiemit auch das ganze Princip zu handeln berichtige und allgemein-zweckmäßig mache; ohne zu erwähnen, daß ein vernünftiger unparteiischer Zuschauer sogar am Anblicke eines ununterbrochenen Wohlergehens eines Wesens, das kein Zug eines reinen und guten Willens ziert, nimmermehr ein Wohlgefallen haben kann, und so der gute Wille die unerlaßliche Bedingung selbst der Würdigkeit glücklich zu sein auszumachen scheint.",
4.942,"Der gute Wille ist nicht durch das, was er bewirkt oder ausrichtet, nicht durch seine Tauglichkeit zu Erreichung irgend eines vorgesetzten Zweckes, sondern allein durch das Wollen, d. i. an sich, gut und, für sich selbst betrachtet, ohne Vergleich weit höher zu schätzen als alles, was durch ihn zu Gunsten irgend einer Neigung, ja wenn man will, der Summe aller Neigungen nur immer zu Stande gebracht werden könnte. Wenn gleich durch eine besondere Ungunst des Schicksals, oder durch kärgliche Ausstattung einer stiefmütterlichen Natur es diesem Willen gänzlich an Vermögen fehlte, seine Absicht durchzusetzen; wenn bei seiner größten Bestrebung dennoch nichts von ihm ausgerichtet würde, und nur der gute Wille (freilich nicht etwa als ein bloßer Wunsch, sondern als die Aufbietung aller Mittel, so weit sie in unserer Gewalt sind) übrig bliebe: so würde er wie ein Juwel doch für sich selbst glänzen, als etwas, das seinen vollen Werth in sich selbst hat. Die Nützlichkeit oder Fruchtlosigkeit kann diesem Werthe weder etwas zusetzen, noch abnehmen. Sie würde gleichsam nur die Einfassung sein, um ihn im gemeinen Verkehr besser handhaben zu können, oder die Aufmerksamkeit derer, die noch nicht gnug Kenner sind, auf sich zu ziehen, nicht aber um ihn Kennern zu empfehlen und seinen Werth zu bestimmen.",
5.258,"Aber diese Beschäftigung der Urtheilskraft, welche uns unsere eigene Erkenntnißkräfte fühlen laßt, ist noch nicht das Interesse an den Handlungen und ihrer Moralität selbst. Sie macht blos, daß man sich gerne mit einer solchen Beurtheilung unterhält, und giebt der Tugend oder der Denkungsart nach moralischen Gesetzen eine Form der Schönheit, die bewundert, darum aber noch nicht gesucht wird ( laudatur et alget ); wie alles, dessen Betrachtung subjectiv ein Bewußtsein der Harmonie unserer Vorstellungskräfte bewirkt, und wobei wir unser ganzes Erkenntnißvermögen (Verstand und Einbildungskraft) gestärkt fühlen, ein Wohlgefallen hervorbringt, daß sich auch andern mittheilen läßt, wobei gleichwohl die Existenz des Objects uns gleichgültig bleibt, indem es nur als die Veranlassung angesehen wird, der über die Thierheit erhabenen Anlage der Talente in uns inne zu werden. Nun tritt aber die zweite Übung ihr Geschäft an, nämlich in der lebendigen Darstellung der moralischen Gesinnung an Beispielen die Reinigkeit des Willens bemerklich zu machen, vorerst nur als negativer Vollkommenheit desselben, so fern in einer Handlung aus Pflicht gar keine Triebfedern der Neigungen als Bestimmungsgründe auf ihn einfließen; wodurch der Lehrling doch auf das Bewußtsein seiner Freiheit aufmerksam erhalten wird, und, obgleich diese Entsagung eine anfängliche Empfindung von Schmerz erregt, dennoch dadurch, daß sie jenen Lehrling dem Zwange selbst wahrer Bedürfnisse entzieht, ihm zugleich eine Befreiung von der mannigfaltigen Unzufriedenheit, darin ihn alle diese Bedürfnisse verflechten, angekündigt und das Gemüth für die Empfindung der Zufriedenheit aus anderen Quellen empfänglich gemacht wird. Das Herz wird doch von einer Last, die es jederzeit ingeheim drückt, befreit und erleichtert, wenn an reinen moralischen Entschließungen, davon Beispiele vorgelegt werden, dem Menschen ein inneres, ihm selbst sonst nicht einmal recht bekanntes Vermögen, die innere Freiheit, aufgedeckt wird, sich von der ungestümen Zudringlichkeit der Neigungen dermaßen loszumachen, daß gar keine, selbst die beliebteste nicht, auf eine Entschließung, zu der wir uns jetzt unserer Vernunft bedienen sollen, Einfluß habe. In einem Falle, wo ich nur allein weiß, daß das Unrecht auf meiner Seite sei, und, obgleich das freie Geständni desselben und die Anerbietung zur Genugthuung an der Eitelkeit, dem Eigennutze, selbst dem sonst nicht unrechtmäßigen Widerwillen gegen den, dessen Recht von mir geschmälert ist, so großen Widerspruch findet, dennoch mich über alle diese Bedenklichkeiten wegsetzen kann, ist doch ein Bewußtsein einer Unabhängigkeit von Neigungen und von Glücksumständen und der Möglichkeit sich selbst genug zu sein enthalten, welche mir überall auch in anderer Absicht heilsam ist. Und nun findet das Gesetz der Pflicht durch den positiven Werth, den uns die Befolgung desselben empfinden läßt, leichteren Eingang durch die Achtung für uns selbst im Bewußtsein unserer Freiheit. Auf diese, wenn sie wohl gegründet ist, wenn der Mensch nichts stärker scheuet, als sich in der inneren Selbstprüfung in seinen eigenen Augen geringschätzig und verwerflich zu finden, kann nun jede gute sittliche Gesinnung gepfropft werden: weil dieses der beste, ja der einzige Wächter ist, das Eindringen unedler und verderbender Antriebe vom Gemüthe abzuhalten.",
7.687,"§ 86. Unter dem Wahne, als einer Triebfeder der Begierden, verstehe ich die innere praktische Täuschung, das Subjective in der Bewegursache für objectiv zu halten. - Die Natur will von Zeit zu Zeit stärkere Erregungen der Lebenskraft, um die Thätigkeit des Menschen aufzufrischen, damit er nicht im bloßen Genießen das Gefühl des Lebens gar einbüße. Zu diesem Zwecke hat sie sehr weise und wohlthätig dem von Natur faulen Menschen Gegenstände seiner Einbildung nach als wirkliche Zwecke (Erwerbungsarten von Ehre, Gewalt und Geld) vorgespiegelt, die ihm, der ungern ein Geschäfte unternimmt, doch genug zu schaffen machen und mit Nichtsthun viel zu thun geben; wobei das Interesse, was er daran nimmt, ein Interesse des bloßen Wahnes ist und die Natur also wirklich mit dem Menschen spielt und ihn (das Subject) zu seinem Zwecke spornt: indessen daß dieser in der Überredung steht (objectiv), sich selbst einen eigenen Zweck gesetzt zu haben. - Diese Neigungen des Wahnes sind gerade darum, weil die Phantasie dabei Selbstschöpferin ist, dazu geeignet, um im höchsten Grade leidenschaftlich zu werden, vornehmlich wenn sie auf einen Wettstreit der Menschen angelegt sind.",
4.1069,"Der praktische Gebrauch der gemeinen Menschenvernunft bestätigt die Richtigkeit dieser Deduction. Es ist niemand, selbst der ärgste Bösewicht, wenn er nur sonst Vernunft zu brauchen gewohnt ist, der nicht, wenn man ihm Beispiele der Redlichkeit in Absichten, der Standhaftigkeit in Befolgung guter Maximen, der Theilnehmung und des allgemeinen Wohlwollens (und noch dazu mit großen Aufopferungen von Vortheilen und Gemächlichkeit verbunden) vorlegt, nicht wünsche, daß er auch so gesinnt sein möchte. Er kann es aber nur wegen seiner Neigungen und Antriebe nicht wohl in sich zu Stande bringen, wobei er dennoch zugleich wünscht, von solchen ihm selbst lästigen Neigungen frei zu sein. Er beweiset hiedurch also, daß er mit einem Willen, der von Antrieben der Sinnlichkeit frei ist, sich in Gedanken in eine ganz andere Ordnung der Dinge versetze, als die seiner Begierden im Felde der Sinnlichkeit, weil er von jenem Wunsche keine Vergnügung der Begierden, mithin keinen für irgend eine seiner wirklichen oder sonst erdenklichen Neigungen befriedigenden Zustand (denn dadurch würde selbst die Idee, welche ihm den Wunsch ablockt, ihre Vorzüglichkeit einbüßen), sondern nur einen größeren inneren Werth seiner Person erwarten kann. Diese bessere Person glaubt er aber zu sein, wenn er sich in den Standpunkt eines Gliedes der Verstandeswelt versetzt, dazu die Idee der Freiheit, d. i. Unabhängigkeit von bestimmenden Ursachen der Sinnenwelt, ihn unwillkürlich nöthigt, und in welchem er sich eines guten Willens bewußt ist, der für seinen bösen Willen als Gliedes der Sinnenwelt nach seinem eigenen Geständnisse das Gesetz ausmacht, dessen Ansehen er kennt, indem er es übertritt. Das moralische Sollen ist also eigenes nothwendiges Wollen als Gliedes einer intelligibelen Welt und wird nur so fern von ihm als Sollen gedacht, als er sich zugleich wie ein Glied der Sinnenwelt betrachtet.",
4.1040,"Die menschliche Vernunft hat hier, wie allerwärts in ihrem reinen Gebrauche, so lange es ihr an Kritik fehlt, vorher alle mögliche unrechte Wege versucht, ehe es ihr gelingt, den einzigen wahren zu treffen. Alle Principien, die man aus diesem Gesichtspunkte nehmen mag, sind entweder empirisch oder rational. Die ersteren, aus dem Princip der Glückseligkeit, sind aufs physische oder moralische Gefühl, die zweiten aus dem Princip der Vollkommenheit, entweder auf den Vernunftbegriff derselben als möglicher Wirkung, oder auf den Begriff einer selbstständigen Vollkommenheit (den Willen Gottes) als bestimmende Ursache unseres Willens gebauet. Empirische Principien taugen überall nicht dazu, um moralische Gesetze darauf zu gründen. Denn die Allgemeinheit, mit der sie für alle vernünftige Wesen ohne Unterschied gelten sollen, die unbedingte praktische Nothwendigkeit, die ihnen dadurch auferlegt wird, fällt weg, wenn der Grund derselben von der besonderen Einrichtung der menschlichen Natur, oder den zufälligen Umständen hergenommen wird, darin sie gesetzt ist. Doch ist das Princip der eigenen Glückseligkeit am meisten verwerflich, nicht bloß deswegen weil es falsch ist, und die Erfahrung dem Vorgeben, als ob das Wohlbefinden sich jederzeit nach dem Wohlverhalten richte, widerspricht, auch nicht bloß weil es gar nichts zur Gründung der Sittlichkeit beiträgt, indem es ganz was anderes ist, einen glücklichen, als einen guten Menschen, und diesen klug und auf seinen Vortheil abgewitzt, als ihn tugendhaft zu machen: sondern weil es der Sittlichkeit Triebfedern unterlegt, die sie eher untergraben und ihre ganze Erhabenheit zernichten, indem sie die Bewegursachen zur Tugend mit denen zum Laster in eine Classe stellen und nur den Calcul besser ziehen lehren, den specifischen Unterschied beider aber ganz und gar auslöschen; dagegen das moralische Gefühl, dieser vermeintliche besondere Sinn *) , (so seicht auch die Berufung auf selbigen ist, indem diejenigen, die nicht denken können, selbst in dem, was bloß auf allgemeine Gesetze ankommt, sich durchs Fühlen auszuhelfen Glauben, so wenig auch Gefühle, die dem Grade nach von Natur unendlich von einander unterschieden sind, einen gleichen Maßstab des Guten und Bösen abgeben, auch einer durch sein Gefühl für andere gar nicht gültig urtheilen kann) dennoch der Sittlichkeit und ihrer Würde dadurch näher bleibt, daß er der Tugend die Ehre beweist, das Wohlgefallen und die Hochschätzung für sie ihr unmittelbar zuzuschreiben, und ihr nicht gleichsam ins Gesicht sagt, daß es nicht ihre Schönheit, sondern nur der Vortheil sei, der uns an sie knüpfe.",
5.946,"Setzet einen Menschen in den Augenblicken der Stimmung seines Gemüths zur moralischen Empfindung! Wenn er sich, umgeben von einer schönen Natur, in einem ruhigen, heitern Genusse seines Daseins befindet, so fühlt er in sich ein Bedürfniß, irgend jemand dafür dankbar zu sein. Oder er sehe sich ein andermal in derselben Gemüthsverfassung im Gedränge von Pflichten, denen er nur durch freiwillige Aufopferung Genüge leisten kann und will; so fühlt er in sich ein Bedürfniß, hiemit zugleich etwas Befohlnes ausgerichtet und einem Oberherren gehorcht zu haben. Oder er habe sich etwa unbedachtsamer Weise wider seine Pflicht vergangen, wodurch er doch eben nicht Menschen verantwortlich geworden ist; so werden die strengen Selbstverweise dennoch eine Sprache in ihm führen, als ob sie die Stimme eines Richters wären, dem er darüber Rechenschaft abzulegen hätte. Mit einem Worte: er bedarf einer moralischen Intelligenz, um für den Zweck, wozu er existirt, ein Wesen zu haben, welches diesem gemäß von ihm und der Welt die Ursache sei. Triebfedern hinter diesen Gefühlen herauszukünsteln, ist vergeblich; denn sie hängen unmittelbar mit der reinsten moralischen Gesinnung zusammen, weil Dankbarkeit, Gehorsam und Demüthigung (Unterwerfung unter verdiente Züchtigung) besondere Gemüthsstimmungen zur Pflicht sind, und das zu Erweiterung seiner moralischen Gesinnung geneigte Gemüth hier sich nur einen Gegenstand freiwillig denkt, der nicht in der Welt ist, um wo möglich auch gegen einen solchen seine Pflicht zu beweisen. Es ist also wenigstens möglich und auch der Grund dazu in moralischer Denkungsart gelegen, ein reines moralisches Bedürfniß der Existenz eines Wesens sich vorzustellen, unter welchem entweder unsere Sittlichkeit mehr Stärke oder auch (wenigstens unserer Vorstellung nach) mehr Umfang, nämlich einen neuen Gegenstand für ihre Ausübung, gewinnt; d. i. ein moralisch-gesetzgebendes Wesen außer der Welt ohne alle Rücksicht auf theoretischen Beweis, noch weniger auf selbstsüchtiges Interesse aus reinem moralischen, von allem fremden Einflusse freien (dabei freilich nur subjectiven) Grunde anzunehmen, auf bloße Anpreisung einer für sich allein gesetzgebenden reinen praktischen Vernunft. Und ob gleich eine solche Stimmung des Gemüths selten vorkäme, oder auch nicht lange haftete, sondern flüchtig und ohne dauernde Wirkung, oder auch ohne einiges Nachdenken über den in einem solchen Schattenbilde vorgestellten Gegenstand und ohne Bemühung ihn unter deutliche Begriffe zu bringen vorüberginge: so ist doch der Grund dazu, die moralische Anlage in uns, als subjectives Princip, sich in der Weltbetrachtung mit ihrer Zweckmäßigkeit durch Naturursachen nicht zu begnügen, sondern ihr eine oberste nach moralischen Principien die Natur beherrschende Ursache unterzulegen, unverkennbar. - Wozu noch kommt, daß wir, nach einem allgemeinen höchsten Zwecke zu streben, uns durch das moralische Gesetz gedrungen, uns aber doch und die gesammte Natur ihn zu erreichen unvermögend fühlen; daß wir, nur so fern wir darnach streben, dem Endzwecke einer verständigen Weltursache (wenn es eine solche gäbe) gemäß zu sein urtheilen dürfen; und so ist ein reiner moralischer Grund der praktischen Vernunft vorhanden, diese Ursache (da es ohne Widerspruch geschehen kann) anzunehmen, wo nicht mehr, doch damit wir jene Bestrebung in ihren Wirkungen nicht für ganz eitel anzusehen und dadurch sie ermatten zu lassen Gefahr laufen. Mit diesem allem soll hier nur so viel gesagt werden: daß die Furcht zwar zuerst Götter (Dämonen), aber die Vernunft vermittelst ihrer moralischen Principien zuerst den Begriff von Gott habe hervorbringen können (auch selbst wenn man in der Teleologie der Natur, wie gemeiniglich, sehr unwissend, oder auch wegen der Schwierigkeit, die einander hierin widersprechenden Erscheinungen durch ein genugsam bewährtes Princip auszugleichen, sehr zweifelhaft war); und daß die innere moralische Zweckbestimmung seines Daseins das ergänzte, was der Naturkenntniß abging, indem sie nämlich anwies, zu dem Endzwecke vom Dasein aller Dinge, wozu das Princip nicht anders als ethisch der Vernunft genugthuend ist, die oberste Ursache mit Eigenschaften, womit sie die ganze Natur jener einzigen Absicht (zu der diese bloß Werkzeug ist) zu unterwerfen vermögend ist, (d. i. als eine Gottheit) zu denken.",
6.808,"III. Von dem Grunde sich einen Zweck, der zugleich Pflicht ist, zu denken.",
6.59,"Die Bösartigkeit der menschlichen Natur ist also nicht sowohl Bosheit, wenn man dieses Wort in strenger Bedeutung nimmt, nämlich als eine Gesinnung (subjectives Princip der Maximen), das Böse als Böses zur Triebfeder in seine Maxime aufzunehmen (denn die ist teuflisch), sondern vielmehr Verkehrtheit des Herzens, welches nun der Folge wegen auch ein böses Herz heißt, zu nennen. Dieses kann mit einem im allgemeinen guten Willen zusammen bestehen und entspringt aus der Gebrechlichkeit der menschlichen Natur, zu Befolgung seiner genommenen Grundsätze nicht stark genug zu sein, mit der Unlauterkeit verbunden, die Triebfedern (selbst gut beabsichtigter Handlungen) nicht nach moralischer Richtschnur von einander abzusondern und daher zuletzt, wenn es hoch kommt, nur auf die Gemäßheit derselben mit dem Gesetz und nicht auf die Ableitung von demselben, d. i. auf dieses als die alleinige Triebfeder, zu sehen. Wenn hieraus nun gleich nicht eben immer eine gesetzwidrige Handlung und ein Hang dazu, d. i. das Laster, entspringt: so ist die Denkungsart, sich die Abwesenheit desselben schon für Angemessenheit der Gesinnung zum Gesetze der Pflicht (für Tugend) auszulegen (da hiebei auf die Triebfeder in der Maxime gar nicht, sondern nur auf die Befolgung des Gesetzes dem Buchstaben nach gesehen wird), selbst schon eine radicale Verkehrtheit im menschlichen Herzen zu nennen.",
6.844,IX. Was ist Tugendpflicht?,
5.627,§ 46. Schöne Kunst ist Kunst des Genies.,
4.765,§ 36. Wie ist Natur selbst möglich?,
6.1032,Der Pflichten gegen sich selbst,
4.339,Dritte Analogie. Grundsatz der Gemeinschaft.,
8.634,Resultat.,
9.623,§. 59. Materie und Form der Vernunftschlüsse.,
7.666,A. Von der Freiheitsneigung als Leidenschaft.,
6.90,b) Objective Realität dieser Idee.,
7.357,Vom inneren Sinn.,
8.3,Nachricht.,
9.1435,Dritter Abschnitt. Atmosphäre.,
7.544,2) Sich (in der Mittheilung mit Menschen) in die Stelle jedes Anderen zu denken.,
3.416,"3. Dessen Zusammenhang mit dem Wirklichen nach allgemeinen Bedingungen der Erfahrung bestimmt ist, ist (existirt) nothwendig.",
4.352,"3. Dessen Zusammenhang mit dem Wirklichen nach allgemeinen Bedingungen der Erfahrung bestimmt ist, ist (existirt) nothwendig.",
6.1054,Erster Abschnitt. Von der Liebespflicht gegen andere Menschen.,
8.120,Folglich kann es aus dem Eigenthum einer Sache (des Exemplars) allein niemals gefolgert werden.,
6.324,"Sache ist ein Ding, was keiner Zurechnung fähig ist. Ein jedes Object der freien Willkür, welches selbst der Freiheit ermangelt, heißt daher Sache ( res corporalis ).",
6.1039,"Endlich ist die Cultur der Leibeskräfte (die eigentliche Gymnastik) die Besorgung dessen, was das Zeug (die Materie) am Menschen ausmacht, ohne welches die Zwecke des Menschen unausgeführt bleiben würden; mithin die fortdauernde absichtliche Belebung des Thieres am Menschen Zweck des Menschen gegen sich selbst.",
5.91,"Die zwei Aufgaben also: wie reine Vernunft einerseits a priori Objecte erkennen und wie sie andererseits unmittelbar ein Bestimmungsgrund des Willens , d. i. der Causalität des vernünftigen Wesens in Ansehung der Wirklichkeit der Objecte, (blos durch den Gedanken der Allgemeingültigkeit ihrer eigenen Maximen als Gesetzes) sein könne, sind sehr verschieden.",
6.1155,"Moralische Freundschaft (zum Unterschiede von der ästhetischen) ist das völlige Vertrauen zweier Personen in wechselseitiger Eröffnung ihrer geheimen Urtheile und Empfindungen, so weit sie mit beiderseitiger Achtung gegen einander bestehen kann.",
9.484,Da die Logik von allem realen oder objectiven Unterschiede des Erkenntnisses abstrahirt: so kann sie sich mit der Materie der Urtheile so wenig als mit dem Inhalte der Begriffe beschäftigen. Sie hat also lediglich den Unterschied der Urtheile in Ansehung ihrer bloßen Form in Erwägung zu ziehen.,
1.155,"Ich hätte der Auflösung dieses Einwurfs überhoben sein können, weil die Anhänger des Herrn von Leibniz seine Schwäche selber wahrgenommen zu haben scheinen, da ich nirgens finde, daß sie sich desselben bedient hätten. Allein Herr von Leibniz, der von Herrn Lichtscheiden zum Richter seiner Abhandlung erwählt worden war, ertheilt derselben einen rühmlichen Beifall, und sein Ansehen ist es, welches ihm einiges Gewicht beilegen könnte.",
9.2408,"Zu der praktischen Erziehung gehört 1) Geschicklichkeit, 2) Weltklugheit, 3) Sittlichkeit. Was die Geschicklichkeit anbetrifft, so muß man darauf sehen, daß sie gründlich und nicht flüchtig sei. Man muß nicht den Schein annehmen, als hätte man Kenntnisse von Dingen, die man doch nachher nicht zu Stande bringen kann. Die Gründlichkeit muß in der Geschicklichkeit statt finden und allmählich zur Gewohnheit in der Denkungsart werden. Sie ist das Wesentliche zu dem Charakter eines Mannes. Geschicklichkeit gehört für das Talent.",
9.2312,"In wie fern dürfte aber die Privaterziehung vor der öffentlichen, oder diese vor jener Vorzüge haben? Im Allgemeinen scheint doch nicht blos von Seiten der Geschicklichkeit, sondern auch in Betreff des Charakters eines Bürgers die öffentliche Erziehung vortheilhafter als die häusliche zu sein. Die letztere bringt gar oft nicht nur Familienfehler hervor, sondern pflanzt dieselben auch fort.",
2.293,"Ich fasse sie in folgendem kurz zusammen: Durch das Zutrauen auf die Fruchtbarkeit der allgemeinen Naturgesetze wegen ihrer Abhängigkeit vom göttlichen Wesen geleitet, suche man",
2.212,Vierte Betrachtung. Beweisgrund zu einer Demonstration des Daseins Gottes.,
8.579,Von einem neuerdings erhobenen vornehmen Ton in der Philosophie.,
8.104,Von der Unrechtmäßigkeit des Büchernachdrucks.,
8.271,B. Beweis der objectiven Realität des Begriffs vom Einfachen an Erfahrungsgegenständen nach Herrn Eberhard.,
1.1100,"Von den Zwischenzeiten, die binnen einigen auf einander folgenden Erdbeben verlaufen.",
3.211,Von der Möglichkeit einer Verbindung überhaupt.,
6.36,"3. Für seine Persönlichkeit, als eines vernünftigen und zugleich der Zurechnung fähigen Wesens. *)",
6.297,II. Von der Idee und der Nothwendigkeit einer Metaphysik der Sitten.,
5.727,"§ 58. Vom Idealismus der Zweckmäßigkeit der Natur sowohl als Kunst, als dem alleinigen Princip der ästhetischen Urtheilskraft.",
5.571,§ 36. Von der Aufgabe einer Deduction der Geschmacksurtheile.,
