ID,Absatz,"Bundeskanzler, Wahl, Bundesregierung, Bundestag"
7.60,"Die philosophische Facultät kann also alle Lehren in Anspruch nehmen, um ihre Wahrheit der Prüfung zu unterwerfen. Sie kann von der Regierung, ohne daß diese ihrer eigentlichen, wesentlichen Absicht zuwider handle, nicht mit einem Interdict belegt werden, und die obern Facultäten müssen sich ihre Einwürfe und Zweifel, die sie öffentlich vorbringt, gefallen lassen, welches jene zwar allerdings lästig finden dürften, weil sie ohne solche Kritiker in ihrem, unter welchem Titel es auch sei, einmal inne habenden Besitz ungestört ruhen und dabei noch despotisch hätten befehlen können. -Nur den Geschäftsleuten jener oberen Facultäten (den Geistlichen, Rechtsbeamten und Ärzten) kann es allerdings verwehrt werden, daß sie den ihnen in Führung ihres respectiven Amts von der Regierung zum vortrage anvertrauten Lehren nicht öffentlich widersprechen und den Philosophen zu spielen sich erkühnen; denn das kann nur den Facultäten, nicht den von der Regierung bestellten Beamten erlaubt sein: weil diese ihr Wissen nur von jenen her haben. Die letztern nämlich, z.B. Prediger und Rechtsbeamte, wenn sie ihre Einwendungen und Zweifel gegen die geistliche oder weltliche Gesetzgebung ans Volk zu richten sich gelüsten ließen, würden es dadurch gegen die Regierung aufwiegeln; dagegen die Facultäten sie nur gegen einander, als Gelehrte, richten, wovon das Volk praktischerweise keine Notiz nimmt, selbst wenn sie auch zu seiner Kenntniß gelangen, weil es sich selbst bescheidet, daß Vernünfteln nicht seine Sache sei, und sich daher verbunden fühlt, sich nur an dem zu halten, was ihm durch die dazu bestellte Beamte der Regierung verkündigt wird.- Diese Freiheit aber, die der untern Facultät nicht geschmälert werden darf, hat den Erfolg, daß die obern Facultäten (selbst besser belehrt) die Beamte immer mehr in das Gleis der Wahrheit bringen, welche dann ihrerseits, auch über ihre Pflicht besser aufgeklärt, in der Abänderung des Vortrags keinen Ansto finden werden; da er nur ein besseres Verständniß der Mittel zu eben demselben Zweck ist, welches ohne polemische und nur Unruhe erregende Angriffe auf bisher bestandene Lehrweisen mit völliger Beibehaltung des Materialen derselben gar wohl geschehen kann.",6
9.2270,"Die Pädagogik hat neuerdings durch die Bemühungen mehrerer verdienter Männer, namentlich eines Pestalozzi und Olivier, eine neue interessante Richtung genommen, zu der wir dem kommenden Geschlechte nicht minder, als zu den Schutzblattern Glück wünschen dürfen ungeachtet der mancherlei Einwendungen, die beide noch erfahren müssen, und die sich freilich bald sehr gelehrt, bald sehr vornehm ausgeben, ohne doch deshalb eben sonderlich solide zu sein. Daß Kant die neuen Ideen damaliger Zeit auch in dieser Hinsicht kannte, über sie nachdachte und manchen Blick weiter hinausthat als seine Zeitgenossen, das versteht sich freilich von selbst und ergiebt sich auch aus diesen, wenn gleich nicht aus eigner Wahl, hingeworfenen Bemerkungen.",0
6.720,"Man kann einen solchen Verein einiger Staaten, um den Frieden zu erhalten, den permanenten Staatencongreß nennen, zu welchem sich zu gesellen jedem benachbarten unbenommen bleibt; dergleichen (wenigstens was die Förmlichkeiten des Völkerrechts in Absicht auf Erhaltung des Friedens betrifft) in der ersten Hälfte dieses Jahrhunderts in der Versammlung der Generalstaaten im Haag noch statt fand; wo die Minister der meisten europäischen Höfe und selbst der kleinsten Republiken ihre Beschwerden über die Befehdungen, die einem von dem anderen widerfahren waren, anbrachten und so sich ganz Europa als einen einzigen föderirten Staat dachten, den sie in jener ihren öffentlichen Streitigkeiten gleichsam als Schiedsrichter annahmen, statt dessen späterhin das Völkerrecht bloß in Büchern übrig geblieben, aus Cabinetten aber verschwunden, oder nach schon verübter Gewalt in Form der Deductionen der Dunkelheit der Archive anvertrauet worden ist.",5
7.124,"In Streitigkeiten, welche blos die reine, aber praktische Vernunft angehen, hat die philosophische Facultät ohne Widerrede das Vorrecht, den Vortrag zu thun und, was das Formale betrifft, den Proceß zu instruiren; was aber das Materiale anlangt, so ist die theologische im Besitz den Lehnstuhl, der den Vorrang bezeichnet, einzunehmen, nicht weil sie etwa in Sachen der Vernunft auf mehr Einsicht Anspruch machen kann als die übrigen, sondern weil es die wichtigste menschliche Angelegenheit betrifft, und führt daher den Titel der obersten Facultät (doch nur als prima inter pares ). - Sie spricht aber nicht nach Gesetzen der reinen und a priori erkennbaren Vernunftreligion (denn da würde sie sich erniedrigen und auf die philosophische Bank herabsetzen), sondern nach statutarischen, in einem Buche, vorzugsweise Bibel genannt, enthaltenen Glaubensvorschriften, d. i. in einem Codex der Offenbarung eines vor viel hundert Jahren geschlossenen alten und neuen Bundes der Menschen mit Gott, dessen Authenticität als eines Geschichtsglaubens (nicht eben des moralischen; denn der würde auch aus der Philosophie gezogen werden können) doch mehr von der Wirkung, welche die Lesung der Bibel auf das Herz der Menschen thun mag, als von mit kritischer Prüfung der darin enthaltenen Lehren und Erzählungen aufgestellten Beweisen erwartet werden darf, dessen Auslegung auch nicht der natürlichen Vernunft der Laien, sondern nur der Scharfsinnigkeit der Schriftgelehrten überlassen wird. *) Der biblische Glaube ist ein messianischer Geschichtsglaube, dem ein Buch des Bundes Gottes mit Abraham zum Grunde liegt, und besteht aus einem mosaisch-messianischen und einem evangelisch-messianischen Kirchenglauben, der den Ursprung und die Schicksale des Volks Gottes so vollständig erzählt, daß er, von dem, was in der Weltgeschichte überhaupt das oberste ist, und wobei kein Mensch zugegen war, nämlich dem Weltanfang (in der Genesis), anhebend, sie bis zum Ende aller Dinge (in der Apokalypsis) verfolgt, - welches freilich von keinem Andern, als einem göttlich-inspirirten Verfasser erwartet werden darf; - wobei sich doch eine bedenkliche Zahlen-Kabbala in Ansehung der wichtigsten Epochen der heiligen Chronologie darbietet, welche den Glauben an die Authenticität dieser biblischen Geschichtserzählung etwas schwächen dürfte. *) Ein Gesetzbuch des nicht aus der menschlichen Vernunft gezogenen, aber doch mit ihr, als moralisch-praktischer Vernunft, dem Endzwecke nach vollkommen einstimmigen statutarischen (mithin aus einer Offenbarung hervorgehenden) göttlichen Willens, die Bibel, würde nun das kräftigste Organ der Leitung des Menschen und des Bürgers zum zeitlichen und ewigen Wohl sein, wenn sie nur als Gottes Wort beglaubigt und ihre Authenticität documentirt werden könnte. - Diesem Umstande aber stehen viele Schwierigkeiten entgegen.",0
7.36,"Es war kein übeler Einfall desjenigen, der zuerst den Gedanken faßte und ihn zur öffentlichen Ausführung vorschlug, den Gelehrsamkeit (eigentlich die derselben gewidmeten Köpfe) gleichsam fabrikenmäßig, durch Vertheilung der Arbeiten, zu behandeln, wo, so viel es Fächer der Wissenschaften giebt, so viel öffentliche Lehrer, Professoren, als Depositeure derselben angestellt würden, die zusammen eine Art von gelehrtem gemeinen Wesen , Universität (auch hohe Schule) genannt, ausmachten, die ihre Autonomie hätte (denn über Gelehrte als solche können nur Gelehrte urtheilen); die daher vermittelst ihrer Facultäten *) (kleiner, nach Verschiedenheit der Hauptfächer der Gelehrsamkeit, in welche sich die Universitätsgelehrte theilen, verschiedener Gesellschaften) theils die aus niedern Schulen zu ihr aufstrebende Lehrlinge aufzunehmen, theils auch freie (keine Glieder derselben ausmachende) Lehrer, Doctoren genannt, nach vorhergehender Prüfung aus eigner Macht mit einem von jedermann anerkannten Rang zu versehen (ihnen einen Grad zu ertheilen), d. i. sie zu creiren, berechtigt wäre.",0
2.584,"Diejenige Wissenschaften, welche ich in dem jetzt angefangenen halben Jahre durch Privatvorlesungen vorzutragen und völlig abzuhandeln gedenke, sind folgende:",0
7.72,"Wenn die Quelle gewisser sanctionirter Lehren historisch ist, so mögen diese auch noch so sehr als heilig dem unbedenklichen Gehorsam des Glaubens anempfohlen werden: die philosophische Facultät ist berechtigt, ja verbunden, diesem Ursprunge mit kritischer Bedenklichkeit nachzuspüren. Ist sie rational, ob sie gleich im Tone einer historischen Erkenntniß (als Offenbarung) aufgestellt worden, so kann ihr (der untern Facultät) nicht gewehrt werden, die Vernunftgründe der Gesetzgebung aus dem historischen Vortrage herauszusuchen und überdem, ob sie technisch- oder moralisch praktisch sind, zu würdigen. Wäre endlich der Quell der sich als Gesetz ankündigenden Lehre gar nur ästhetisch, d.i. auf ein mit einer Lehre verbundenes Gefühl gegründet (welches, da es kein objectives Princip abgiebt, nur als subjectiv gültig, ein allgemeines Gesetz daraus zu machen untauglich, etwa frommes Gefühl eines übernatürlichen Einflusses sein würde), so muß es der philosophischen Facultät frei stehen, den Ursprung und Gehalt eines solchen angeblichen Belehrungsgrundes mit kalter Vernunft öffentlich zu prüfen und zu würdigen, ungeschreckt durch die Heiligkeit des Gegenstandes, den man zu fühlen vorgiebt, und entschlossen dieses vermeinte Gefühl auf Begriffe zu bringen. -Folgendes enthält die formale Grundsätze der Führung eines solchen Streits und die sich daraus ergebende Folgen.",0
6.174,"Wir können also die allgemeine Kirchengeschichte, sofern sie ein System ausmachen soll, nicht anders als vom Ursprunge des Christenthums anfangen, das, als eine völlige Verlassung des Judenthums, worin es entsprang, auf einem ganz neuen Princip gegründet, eine gänzliche Revolution in Glaubenslehren bewirkte. Die Mühe, welche sich die Lehrer des erstern geben, oder gleich zu Anfange gegeben haben mögen, aus beiden einen zusammenhängenden Leitfaden zu knüpfen, indem sie den neuen Glauben nur für eine Fortsetzung des alten, der alle Ereignisse desselben in Vorbildern enthalten habe, gehalten wissen wollen, zeigt gar zu deutlich, daß es ihnen hiebei nur um die schicklichsten Mittel zu thun sei oder war, eine reine moralische Religion statt eines alten Cultus, woran das Volk gar zu stark gewöhnt war, zu introduciren, ohne doch wider seine Vorurtheile gerade zu verstoßen. Schon die nachfolgende Abschaffung des körperlichen Abzeichens, welches jenes Volk von andern gänzlich abzusondern diente, läßt urtheilen, daß der neue, nicht an die Statuten des alten, ja an keine Statuten überhaupt gebundene Glaube eine für die Welt, nicht für ein einziges Volk gültige Religion habe enthalten sollen.",0
2.813,Stammgattung.,0
1.8,Vorrede.,0
1.626,Vorrede.,0
6.781,Vorrede.,0
6.273,Vorrede.,0
7.4,Vorrede.,0
7.237,Vorrede.,0
2.155,Vorrede.,0
2.370,Vorrede.,0
9.1541,"Büffon meint, die Meerströme, welche in dem weiten Gewässer, welches im Anfange die ganze Erde bedeckte, herrschten, hätten die Unebenheiten und Gebirge gemacht, und das Meer hätte sich nach und nach auf eine Art, die ihm nicht genugsam erklärlich war, zurückgezogen und diese Höhen trocken gelassen.",0
4.1213,Lehrsatz 5.,0
9.1650,"Gemsen mit hakichten, rückwärtsgebogenen Hörnern können gezähmt werden. Die afrikanische Gazelle ist eine Gattung davon.",0
4.1204,Lehrsatz 4.,0
9.658,§. 66. Vermischte Vernunftschlüsse durch Umkehrung der Sätze - Figuren.,0
4.1278,Lehrsatz 1.,0
4.1319,Lehrsatz 1.,0
4.1293,Lehrsatz 3.,0
4.1188,Lehrsatz 3.,0
8.679,Vorrede zu Reinhold Bernhard Jachmanns Prüfung der Kantischen Religionsphilosophie.,0
7.590,Der Geschmack enthält eine Tendenz zur äußeren Beförderung der Moralität.,0
9.2051,Sitten und Charakter der Nation.,0
6.680,"4) Auch das der Landesverweisung überhaupt ( ius exilii ), ihn in die weite Welt, d. i. ins Ausland überhaupt (in der altdeutschen Sprache Elend genannt), zu schicken; welches, weil der Landesherr ihm nun allen Schutz entzieht, so viel bedeutet, als ihn innerhalb seinen Grenzen vogelfrei zu machen.",6
7.10,"ab extra - Dem würdigen und hochgelahrten, Unserem Professor, auch lieben, getreuen Kant",0
8.64,"Aber auch nur derjenige, der, selbst aufgeklärt, sich nicht vor Schatten fürchtet, zugleich aber ein wohldisciplinirtes zahlreiches Heer zum Bürgen der öffentlichen Ruhe zur Hand hat, kann das sagen, was ein Freistaat nicht wagen darf: räsonnirt, so viel ihr wollt, und worüber ihr wollt; nur gehorcht! So zeigt sich hier ein befremdlicher, nicht erwarteter Gang menschlicher Dinge; so wie auch sonst, wenn man ihn im Großen betrachtet, darin fast alles paradox ist. Ein größerer Grad bürgerlicher Freiheit scheint der Freiheit des Geistes des Volks vortheilhaft und setzt ihr doch unübersteigliche Schranken; ein Grad weniger von jener verschafft hingegen diesem Raum, sich nach allem seinem Vermögen auszubreiten. Wenn denn die Natur unter dieser harten Hülle den Keim, für den sie am zärtlichsten sorgt, nämlich den Hang und Beruf zum freien Denken, ausgewickelt hat: so wirkt dieser allmählig zurück auf die Sinnesart des Volks (wodurch dieses der Freiheit zu handeln nach und nach fähiger wird) und endlich auch sogar auf die Grundsätze der Regierung, die es ihr selbst zuträglich findet, den Menschen, der nun mehr als Maschine ist, seiner Würde gemäß zu behandeln. *) Königsberg in Preußen, den 30. Septemb. 1784.",4
8.494,"Erster Abschnitt, welcher die Präliminarartikel zum ewigen Frieden unter Staaten enthält.",0
8.422,"Ich glaube gern, daß weder Achenwall, noch irgend einer der wackeren Männer, die hierüber mit ihm einstimmig vernünftelt haben, je in irgend einem vorkommenden Fall zu so gefährlichen Unternehmungen ihren Rath oder Beistimmung würden gegeben haben; auch ist kaum zu bezweifeln, daß, wenn jene Empörungen, wodurch die Schweiz, die Vereinigten Niederlande, oder auch Großbritannien ihre jetzige für so glücklich gepriesene Verfassung errungen haben, mißlungen wären, die Leser der Geschichte derselben in der Hinrichtung ihrer jetzt so erhobenen Urheber nichts als verdiente Strafe großer Staatsverbrecher sehen würden. Denn der Ausgang mischt sich gewöhnlich in unsere Beurtheilung der Rechtsgründe, obzwar jener ungewiß war, diese aber gewiß sind. Es ist aber klar, daß, was die letzteren betrifft - wenn man auch einräumt, daß durch eine solche Empörung dem Landesherrn (der etwa eine joyeuse entrçe als einen wirklichen zum Grunde liegenden Vertrag mit dem Volk verletzt hätte) kein Unrecht geschähe, - das Volk doch durch diese Art ihr Recht zu suchen im höchsten Grade Unrecht gethan habe: weil dieselbe (zur Maxime angenommen) alle rechtliche Verfassung unsicher macht und den Zustand einer völligen Gesetzlosigkeit ( status naturalis ), wo alles Recht aufhört, wenigstens Effect zu haben, einführt. - Nur will ich bei diesem Hange so vieler wohldenkenden Verfasser dem Volk (zu seinem eigenen Verderben) das Wort zu reden bemerken: daß dazu theils die gewöhnliche Täuschung, wenn vom Princip des Rechts die Rede ist, das Princip der Glückseligkeit ihren Urtheilen unterzuschieben, die Ursache sei; theils auch, wo kein Instrument eines wirklich dem gemeinen Wesen vorgelegten, vom Oberhaupt desselben acceptirten und von beiden sanctionirten Vertrags anzutreffen ist, sie die Idee von einem ursprünglichen Vertrag, die immer in der Vernunft zum Grunde liegt, als Etwas, welches wirklich geschehen sein müsse, annahmen und so dem Volke immer die Befugniß zu erhalten meinten, davon bei einer groben, aber von ihm selbst dafür beurtheilten Verletzung nach seinem Gutdünken abzugehen *) .",6
7.222,Beschluß.,0
6.1196,Beschluß.,0
1.859,Beschluß.,0
9.2225,Die europäische Türkei. Bulgarien.,0
7.851,A. Gesetz und Freiheit ohne Gewalt (Anarchie). B. Gesetz und Gewalt ohne Freiheit (Despotism).,0
7.852,C. Gewalt ohne Freiheit und Gesetz (Barbarei). D. Gewalt mit Freiheit und Gesetz (Republik).,6
9.2011,9. Der Schwefel,0
9.1784,Erster Abschnitt. Seethiere.,0
9.1455,"§. 65. Eintheilung der Winde nach ihren Eigenschaften, Feuchtigkeit, Trockenheit, Wärme, Kälte und Gesundheit.",0
9.1975,"3. Kupfer,",0
9.1735,m . Das Katzengeschlecht.,0
9.2009,8. Steinkohlen,0
9.40,Die Logik wird eingetheilt,0
9.1973,2. Silber,0
9.1326,"4. Ratten und Mäuse, wie auch",0
8.171,Beschluß der Geschichte.,0
9.1979,5. Eisen,0
9.1971,1. Gold,0
5.661,"Zur schönen Kunst würden also Einbildungskraft, Verstand, Geist und Geschmack erforderlich sein *) .",0
9.1988,4. Zink,0
9.68,"Baumgarten, ein Mann, der hierin viel Verdienst hat, concentrirte die Wolffische Logik, und Meier commentirte dann wieder über Baumgarten.",0
9.16,"Schließlich will ich hier noch bemerken: daß ich die Kantische Metaphysik, wozu ich die Handschrift auch bereits in den Händen habe, so bald es die Muße mir verstattet, nach derselben Manier bearbeiten und herausgeben werde. Königsberg, den 20sten September 1800. Gottlob Benjamin Jäsche, Doctor und Privatdocent der Philosophie auf der Universität in Königsberg, Mitglied der gelehrten Gesellschaft zu Frankfurt an der Oder.",0
9.112,"Der erste, welcher den Gebrauch der speculativen Vernunft einführte, und von dem man auch die ersten Schritte des menschlichen Verstandes zur wissenschaftlichen Cultur herleitete, ist Thales, der Urheber der ionischen Secte. Er führte den Beinamen Physiker, wiewohl er auch Mathematiker war; so wie überhaupt Mathematik der Philosophie immer vorangegangen ist.",0
8.508,"Zweiter Abschnitt, Welcher die Definitivartikel zum ewigen Frieden unter Staaten enthält.",0
6.1202,"Religion also, als Lehre der Pflichten gegen Gott, liegt jenseit aller Grenzen der rein-philosophischen Ethik hinaus, und das dient zur Rechtfertigung des Verfassers des Gegenwärtigen, daß er zur Vollständigkeit derselben nicht, wie es sonst wohl gewöhnlich war, die Religion, in jenem Sinne gedacht, in die Ethik mit hinein gezogen hat.",0
2.787,"Von dem körperlichen wesentlichen Unterschiede zwischen der Structur der Thiere und Menschen. Eine akademische Rede, gehalten auf dem anatomischen Theater zu Pavia von Dr. Peter Moscati, Prof. der Anat. Aus dem Italienischen übersetzt von Johann Beckmann, Prof. in Göttingen.",0
9.2268,"Nach einer älteren Verordnung mußte ehedessen fortwährend auf der Universität Königsberg und zwar abwechselnd jedes Mal von einem Professor der Philosophie den Studirenden die Pädagogik vorgetragen werden. So traf denn zuweilen auch die Reihe dieser Vorlesungen den Herrn Professor Kant, welcher dabei das von seinem ehemaligen Collegen, dem Consistorialrath D. Bock, herausgegebene Lehrbuch der Erziehungskunst zum Grunde legte, ohne sich indessen weder im Gange der Untersuchung, noch in den Grundsätzen genau daran zu halten.",0
1.625,"Königsberg den 14. März 1755. allerunterthänigster Knecht, der Verfasser.",0
8.183,"Versuch über den Grundsatz des Naturrechts - nebst einem Anhange, von Gottlieb Hufeland, der Weltweisheit u. beider Rechte Doctor. Leipzig bei G. J. Göschen 1785.",0
1.6,"Hochedelgeborner Herr, Hochgelahrter und Hocherfahrner Herr Doctor, Insonders Hochzuehrender Gönner,",0
1.4,"Hochedelgeborner Herr, Hochgelahrter und Hocherfahrner Herr Doctor, Insonders Hochzuehrender Gönner!",0
9.1998,ist röthlich oder dunkelfarbicht. Zieht nicht die Flammen an.,0
9.1723,"1. Der gemeine Schweinigel mit Ohren, ein und einen halben Zoll langen Stacheln. Sie durchwühlen die Erde an weichen und niedrigen Stellen.",0
9.1785,"a . Der Wallfisch und andere, ihm verwandte Thiere.",0
9.1665,"1. Der Damhirsch. Dama. Er hat eine flache Geweihkrone, ist etwas größer als ein Rehbock und kleiner als ein Hirsch.",0
8.283,"C. Methode, vom Sinnlichen zum Nichtsinnlichen aufzusteigen, nach Herrn Eberhard.",0
1.589,"Die Frage, ob die Erde veralte, physikalisch erwogen.",0
2.560,"§ 3. Die Gewißheit der ersten Grundwahrheiten in der Metaphysik ist von keiner andern Art, als in jeder andern vernünftigen Erkenntniß außer der Mathematik.",0
3.33,"II. Wir sind im Besitze gewisser Erkenntnisse a priori, und selbst der gemeine Verstand ist niemals ohne solche.",0
5.415,§ 15. Das Geschmacksurtheil ist von dem Begriffe der Vollkommenheit gänzlich unabhängig.,0
4.239,Das Schema der Wirklichkeit ist das Dasein in einer bestimmten Zeit.,0
3.289,Das Schema der Wirklichkeit ist das Dasein in einer bestimmten Zeit.,0
9.231,"Zweitens: daß es logisch gegründet sei, d. h. daß es a) Gründe habe und b) nicht falsche Folgen habe.",0
5.390,"Drittes Moment der Geschmacksurtheile nach der Relation der Zwecke, welche in ihnen in Betrachtung gezogen wird.",0
5.366,"§ 6. Das Schöne ist das, was ohne Begriffe als Object eines allgemeinen Wohlgefallens vorgestellt wird.",0
4.1053,"Von dem Interesse, welches den Ideen der Sittlichkeit anhängt.",0
7.275,"Von den Vorstellungen, die wir haben, ohne uns ihrer bewußt zu sein.",0
8.306,Zweiter Abschnitt. Die Auflösung der Aufgabe: Wie sind synthetische Urtheile a priori möglich? nach Herrn Eberhard.,0
