ID,Absatz,"Grund für das Handeln, Willensbegrenzung"
5.532,"Der Gegenstand eines reinen und unbedingten intellectuellen Wohlgefallens ist das moralische Gesetz in seiner Macht, die es in uns über alle und jede vor ihm vorhergehende Triebfedern des Gemüths ausübt; und da diese Macht sich eigentlich nur durch Aufopferungen ästhetisch kenntlich macht (welches eine Beraubung, obgleich zum Behuf der innern Freiheit, ist, dagegen eine unergründliche Tiefe dieses übersinnlichen Vermögens mit ihren ins Unabsehliche sich erstreckenden Folgen in uns aufdeckt): so ist das Wohlgefallen von der ästhetischen Seite (in Beziehung auf Sinnlichkeit) negativ, d. i. wider dieses Interesse, von der intellectuellen aber betrachtet, positiv und mit einem Interesse verbunden. Hieraus folgt: daß das intellectuelle, an sich selbst zweckmäßige (das Moralisch-) Gute, ästhetisch beurtheilt, nicht sowohl schön, als vielmehr erhaben vorgestellt werden müsse, so daß es mehr das Gefühl der Achtung (welches den Reiz verschmäht), als der Liebe und vertraulichen Zuneigung erwecke; weil die menschliche Natur nicht so von selbst, sondern nur durch Gewalt, welche die Vernunft der Sinnlichkeit anthut, zu jenem Guten zusammenstimmt. Umgekehrt wird auch das, was wir in der Natur außer uns, oder auch in uns (z. B. gewisse Affecten) erhaben nennen, nur als eine Macht des Gemüths, sich über gewisse Hindernisse der Sinnlichkeit durch moralische Grundsätze zu schwingen, vorgestellt und dadurch interessant werden.",
2.619,"Unter den Kräften, die das menschliche Herz bewegen, scheinen einige der mächtigsten außerhalb demselben zu liegen, die also nicht etwa als bloße Mittel sich auf die Eigennützigkeit und Privatbedürfniß als auf ein Ziel, das innerhalb dem Menschen selbst liegt, beziehen, sondern welche machen, daß die Tendenzen unserer Regungen den Brennpunkt ihrer Vereinigung außer uns in andere vernünftige Wesen versetzen; woraus ein Streit zweier Kräfte entspringt, nämlich der Eigenheit, die alles auf sich bezieht, und der Gemeinnützigkeit, dadurch das Gemüth gegen andere außer sich getrieben oder gezogen wird. Ich halte mich bei dem Triebe nicht auf, vermöge dessen wir so stark und so allgemein am Urtheile anderer hängen und fremde Billigung oder Beifall zur Vollendung des unsrigen von uns selbst so nöthig zu sein erachten, woraus, wenn gleich bisweilen ein übelverstandener Ehrenwahn entspringt, dennoch selbst in der uneigennützigsten und wahrhaftesten Gemüthsart ein geheimer Zug verspürt wird, dasjenige, was man für sich selbst als gut oder wahr erkennt, mit dem Urtheil anderer zu vergleichen, um beide einstimmig zu machen, imgleichen eine jede menschliche Seele auf dem Erkenntnißwege gleichsam anzuhalten, wenn sie einen andern Fußsteig zu gehen scheint, als den wir eingeschlagen haben, welches alles vielleicht eine empfundene Abhängigkeit unserer eigenen Urtheile vom allgemeinen menschlichen Verstande ist und ein Mittel wird, dem Ganzen denkender Wesen eine Art von Vernunfteinheit zu verschaffen.",
5.258,"Aber diese Beschäftigung der Urtheilskraft, welche uns unsere eigene Erkenntnißkräfte fühlen laßt, ist noch nicht das Interesse an den Handlungen und ihrer Moralität selbst. Sie macht blos, daß man sich gerne mit einer solchen Beurtheilung unterhält, und giebt der Tugend oder der Denkungsart nach moralischen Gesetzen eine Form der Schönheit, die bewundert, darum aber noch nicht gesucht wird ( laudatur et alget ); wie alles, dessen Betrachtung subjectiv ein Bewußtsein der Harmonie unserer Vorstellungskräfte bewirkt, und wobei wir unser ganzes Erkenntnißvermögen (Verstand und Einbildungskraft) gestärkt fühlen, ein Wohlgefallen hervorbringt, daß sich auch andern mittheilen läßt, wobei gleichwohl die Existenz des Objects uns gleichgültig bleibt, indem es nur als die Veranlassung angesehen wird, der über die Thierheit erhabenen Anlage der Talente in uns inne zu werden. Nun tritt aber die zweite Übung ihr Geschäft an, nämlich in der lebendigen Darstellung der moralischen Gesinnung an Beispielen die Reinigkeit des Willens bemerklich zu machen, vorerst nur als negativer Vollkommenheit desselben, so fern in einer Handlung aus Pflicht gar keine Triebfedern der Neigungen als Bestimmungsgründe auf ihn einfließen; wodurch der Lehrling doch auf das Bewußtsein seiner Freiheit aufmerksam erhalten wird, und, obgleich diese Entsagung eine anfängliche Empfindung von Schmerz erregt, dennoch dadurch, daß sie jenen Lehrling dem Zwange selbst wahrer Bedürfnisse entzieht, ihm zugleich eine Befreiung von der mannigfaltigen Unzufriedenheit, darin ihn alle diese Bedürfnisse verflechten, angekündigt und das Gemüth für die Empfindung der Zufriedenheit aus anderen Quellen empfänglich gemacht wird. Das Herz wird doch von einer Last, die es jederzeit ingeheim drückt, befreit und erleichtert, wenn an reinen moralischen Entschließungen, davon Beispiele vorgelegt werden, dem Menschen ein inneres, ihm selbst sonst nicht einmal recht bekanntes Vermögen, die innere Freiheit, aufgedeckt wird, sich von der ungestümen Zudringlichkeit der Neigungen dermaßen loszumachen, daß gar keine, selbst die beliebteste nicht, auf eine Entschließung, zu der wir uns jetzt unserer Vernunft bedienen sollen, Einfluß habe. In einem Falle, wo ich nur allein weiß, daß das Unrecht auf meiner Seite sei, und, obgleich das freie Geständni desselben und die Anerbietung zur Genugthuung an der Eitelkeit, dem Eigennutze, selbst dem sonst nicht unrechtmäßigen Widerwillen gegen den, dessen Recht von mir geschmälert ist, so großen Widerspruch findet, dennoch mich über alle diese Bedenklichkeiten wegsetzen kann, ist doch ein Bewußtsein einer Unabhängigkeit von Neigungen und von Glücksumständen und der Möglichkeit sich selbst genug zu sein enthalten, welche mir überall auch in anderer Absicht heilsam ist. Und nun findet das Gesetz der Pflicht durch den positiven Werth, den uns die Befolgung desselben empfinden läßt, leichteren Eingang durch die Achtung für uns selbst im Bewußtsein unserer Freiheit. Auf diese, wenn sie wohl gegründet ist, wenn der Mensch nichts stärker scheuet, als sich in der inneren Selbstprüfung in seinen eigenen Augen geringschätzig und verwerflich zu finden, kann nun jede gute sittliche Gesinnung gepfropft werden: weil dieses der beste, ja der einzige Wächter ist, das Eindringen unedler und verderbender Antriebe vom Gemüthe abzuhalten.",
6.793,"Die Antriebe der Natur enthalten also Hindernisse der Pflichtvollziehung im Gemüth des Menschen und (zum Theil mächtig) widerstrebende Kräfte, die also zu bekämpfen und durch die Vernunft nicht erst künftig, sondern gleich jetzt (zugleich mit dem Gedanken) zu besiegen er sich vermögend urtheilen muß: nämlich das zu können, was das Gesetz unbedingt befiehlt, daß er thun soll.",
3.606,"Gleichwohl wird hiedurch für die Befugniß, ja gar die Nothwendigkeit der Annehmung eines künftigen Lebens nach Grundsätzen des mit dem speculativen verbundenen praktischen Vernunftgebrauchs hiebei nicht das mindeste verloren; denn der bloß speculative Beweis hat auf die gemeine Menschenvernunft ohnedem niemals einigen Einfluß haben können. Er ist so auf einer Haaresspitze gestellt, daß selbst die Schule ihn auf derselben nur so lange erhalten kann, als sie ihn als einen Kreisel um denselben sich unaufhörlich drehen läßt, und er in ihren eigenen Augen also keine beharrliche Grundlage abgiebt, worauf etwas gebauet werden könnte. Die Beweise, die für die Welt brauchbar sind, bleiben hiebei alle in ihrem unverminderten Werthe und gewinnen vielmehr durch Abstellung jener dogmatischen Anmaßungen an Klarheit und ungekünstelter Überzeugung, indem sie die Vernunft in ihr eigenthümliches Gebiet, nämlich die Ordnung der Zwecke, die doch zugleich eine Ordnung der Natur ist, versetzen, die dann aber zugleich, als praktisches Vermögen an sich selbst, ohne auf die Bedingungen der letzteren eingeschränkt zu sein, die erstere und mit ihr unsere eigene Existenz über die Grenzen der Erfahrung und des Lebens hinaus zu erweitern berechtigt ist. Nach der Analogie mit der Natur lebender Wesen in dieser Welt, an welchen die Vernunft es nothwendig zum Grundsatze annehmen muß, daß kein Organ, kein Vermögen, kein Antrieb, also nichts Entbehrliches oder für den Gebrauch Unproportionirtes, mithin Unzweckmäßiges anzutreffen, sondern alles seiner Bestimmung im Leben genau angemessen sei, zu urtheilen, müßte der Mensch, der doch allein den letzten Endzweck von allem diesem in sich enthalten kann, das einzige Geschöpf sein, welches davon ausgenommen wäre. Denn seine Naturanlagen, nicht bloß den Talenten und Antrieben nach, davon Gebrauch zu machen, sondern vornehmlich das moralische Gesetz in ihm, gehen so weit über allen Nutzen und Vortheil, den er in diesem Leben daraus ziehen könnte, daß das letztere sogar das bloße Bewußtsein der Rechtschaffenheit der Gesinnung bei Ermangelung aller Vortheile, selbst sogar des Schattenwerks vom Nachruhm über alles hochschätzen lehrt und er sich innerlich dazu berufen fühlt, sich durch sein Verhalten in dieser Welt mit Verzichtthuung auf viele Vortheile zum Bürger einer besseren, die er in der Idee hat, tauglich zu machen. Dieser mächtige, niemals zu widerlegende Beweisgrund, begleitet durch eine sich unaufhörlich vermehrende Erkenntniß der Zweckmäßigkeit in allem, was wir vor uns sehen, und durch eine Aussicht in die Unermeßlichkeit der Schöpfung, mithin auch durch das Bewußtsein einer gewissen Unbegrenztheit in der möglichen Erweiterung unserer Kenntnisse sammt einem dieser angemessenen Triebe, bleibt immer noch übrig, wenn wir es gleich aufgeben müssen, die nothwendige Fortdauer unserer Existenz aus der bloß theoretischen Erkenntniß unserer selbst einzusehen.",
1.595,"Lasset uns aber vorher den Begriff bestimmen, den man sich von dem Veralten eines sich durch natürliche Kräfte zur Vollkommenheit ausbildenden und durch die Kräfte der Elemente modificirenden Körpers zu machen hat.",
7.300,Rechtfertigung der Sinnlichkeit gegen die erste Anklage.,
7.303,Rechtfertigung der Sinnlichkeit gegen die zweite Anklage.,
7.666,A. Von der Freiheitsneigung als Leidenschaft.,
5.400,§ 13. Das reine Geschmacksurtheil ist von Reiz und Rührung unabhängig.,
6.1110,"Von dieser Schadenfreude ist die süßeste und noch dazu mit dem Schein des größten Rechts, ja wohl gar der Verbindlichkeit (als Rechtsbegierde), den Schaden Anderer auch ohne eigenen Vortheil sich zum Zweck zu machen, die Rachbegierde.",
7.629,"§ 77. Bangigkeit, Angst, Grauen und Entsetzen sind Grade der Furcht, d. i. des Abscheues vor Gefahr. Die Fassung des Gemüths, die letztere mit Überlegung zu übernehmen, ist der Muth; die Stärke des inneren Sinnes ( Ataraxia ), nicht leicht wodurch in Furcht gesetzt zu werden, ist Unerschrockenheit. Der Mangel des ersteren ist Feigheit *) , des zweiten Schüchternheit.",
7.729,"Phlegma, als Schwäche, ist Hang zur Unthätigkeit, sich durch selbst starke Triebfedern zu Geschäften nicht bewegen zu lassen. Die Unempfindlichkeit dafür ist willkürliche Unnützlichkeit, und die Neigungen gehen nur auf Sättigung und Schlaf.",
9.2431,"Begierden der ersten Art sind Ehrsucht, Herrschsucht und Habsucht; die der zweiten Genuß des Geschlechtes (Wollust), der Sache (Wohlleben), oder der Gesellschaft (Geschmack an Unterhaltung). Begierden der dritten Art endlich sind Liebe zum Leben, zur Gesundheit, zur Gemächlichkeit (in der Zukunft, Sorgenfreiheit).",
8.351,"I. Wider die Beschwerde gegen die Heiligkeit des göttlichen Willens aus dem Moralisch-Bösen, welches die Welt, sein Werk, verunstaltet, besteht die erste Rechtfertigung darin:",
7.590,Der Geschmack enthält eine Tendenz zur äußeren Beförderung der Moralität.,
7.674,"C. Von der Neigung zum Vermögen, Einfluß überhaupt auf andere Menschen zu haben.",
7.305,Rechtfertigung der Sinnlichkeit wider die Dritte Anklage.,
6.912,Erste Eintheilung der Ethik nach dem Unterschiede der Subjecte und ihrer Gesetze.,
9.312,Der zweite: sich mit Bewußtsein etwas vorstellen oder wahrnehmen ( percipere );,
5.394,§ 11. Das Geschmacksurtheil hat nichts als die Form der Zweckmäßigkeit eines Gegenstandes (oder der Vorstellungsart desselben) zum Grunde.,
5.436,"Schönheit ist Form der Zweckmäßigkeit eines Gegenstandes, sofern sie ohne Vorstellung eines Zwecks an ihm wahrgenommen wird. *)",
3.359,"Bei allem Wechsel der Erscheinungen beharrt die Substanz, und das Quantum derselben wird in der Natur weder vermehrt noch vermindert.",
6.395,Eintheilung nach dem subjectiven Verhältniß der Verpflichtenden und Verpflichteten,
5.294,"III. Von der Kritik der Urtheilskraft, als einem Verbindungsmittel der zwei Theile der Philosophie zu einem Ganzen.",
6.1006,"Erster Abschnitt. Von der Pflicht des Menschen gegen sich selbst, als den angebornen Richter über sich selbst.",
8.540,I. Über die Mißhelligkeit zwischen der Moral und der Politik in Absicht auf den ewigen Frieden.,
6.1016,Zweiter Abschnitt. Von dem ersten Gebot aller Pflichten gegen sich selbst.,
5.860,"§ 77. Von der Eigenthümlichkeit des menschlichen Verstandes, wodurch uns der Begriff eines Naturzwecks möglich wird.",
5.727,"§ 58. Vom Idealismus der Zweckmäßigkeit der Natur sowohl als Kunst, als dem alleinigen Princip der ästhetischen Urtheilskraft.",
3.646,Die Welt hat einen Anfang in der Zeit und ist dem Raume nach auch in Grenzen eingeschlossen.,
9.437,"2) die Reflexion, d. i. die Überlegung, wie verschiedene Vorstellungen in einem Bewußtsein begriffen sein können; und endlich",
3.195,Erster Abschnitt. § 13. Von den Principien einer transscendentalen Deduction überhaupt.,
9.2419,"Um in den Kindern einen moralischen Charakter zu begründen, müssen wir folgendes merken:",
6.607,Übergang von dem Mein und Dein im Naturzustande zu dem im rechtlichen Zustande überhaupt.,
9.149,Die Deutlichkeit selbst kann eine zwiefache sein:,
5.971,§ 90. Von der Art des Fürwahrhaltens in einem teleologischen Beweise des Daseins Gottes.,
8.271,B. Beweis der objectiven Realität des Begriffs vom Einfachen an Erfahrungsgegenständen nach Herrn Eberhard.,
4.1167,"Die Materie erfüllt einen Raum, nicht durch ihre bloße Existenz, sondern durch eine besondere bewegende Kraft.",
6.36,"3. Für seine Persönlichkeit, als eines vernünftigen und zugleich der Zurechnung fähigen Wesens. *)",
