ID,Absatz,"KI, Machinenlernen, Tiefe neuronale Netze, Worteinbettung"
1.159,"Der Fall ist folgender: Ich stelle mir auf die den Cartesianern und Leibnizianern gewöhnliche Art die Drucke der Schwere, die einem Körper von der Höhe *) ab bis zur Horizontallinie bc mitgetheilt werden, durch die unendliche Anzahl Blechfedern AB , CD , EF , GH vor. Ferner setze ich einen Körper m auf die schiefe Fläche ac und einen andern, l , lasse ich von a in b frei herunter fallen. Wie werden nun die Leibnizianer die Kraft des Körpers m , der durch den Druck der Federn die schiefe Fläche ac herunter getrieben wird, am Ende dieses schrägen Falles in c schätzen? Sie können nicht anders, als das Product aus der Menge Federn, die den Körper aus a bis in c antreiben, in die Kraft, die jede Feder demselben nach der Richtung ac eindrückt, zum Maße angeben, denn dieses erfordert ihr Lehrgebäude, wie wir aus dem Falle des Herrn Hermanns (§ 31) gesehen haben. Und eben so werden sie auch die Kraft, die sich in dem andern Körper l findet, der von a bis in b frei fällt, durch das Factum aus der Menge Federn, von denen er fortgetrieben worden, in die Intensität, womit jede ihn fortgestoßen hat, zu schätzen genöthigt. Es ist aber die Anzahl Federn von beiden Seiten sowohl die schiefe Fläche ac als die Höhe ab hindurch gleich, also bleibt nur die Stärke der Kraft, die jede Feder in beiden Fällen in ihren Körper hineinbringt, zum wahren Maße der in b und c erlangten Kräfte der Körper l und m übrig. Diese Stärke, womit eine jede von den Blechfedern den Körper m nach der Richtung der schiefen Fläche ac drückt, verhält sich zu der Intensität des Druckes eben dieser Blechfedern auf den Körper l nach der Richtung seiner Bewegung ab wie ab zu ac wie uns die erste Anfangsgründe der Mechanik lehren. Es wird also die Kraft, die der Körper l am Ende des Perpendicular-Falles in b hat, zu der Kraft, die m am Ende des schiefen Falles in c hat, sich wie ac zu ab verhalten; welches ungereimt ist, denn beide Körper haben in b und c gleiche Geschwindigkeiten und also auch gleiche Kräfte.",0
1.145,"Es ist gleich viel Kraft nöthig, eine einzige von den fünf gleich gespannten Federn *) A, B, C, D, E eine Secunde lang zuzudrücken, als sie alle fünfe nach und nach binnen eben dieser Zeit zuzudrücken. Denn man theile die Secunde als die Zeit, wie lange der Körper M die Feder A zugedrückt hält, in fünf gleiche Theile; an statt daß nun M alle diese fünf Theile der Secunde hindurch auf die Feder A losdrückt, so nehme man an, daß er die Feder A nur in dem ersten Theil der Secunde drücke, und daß in dem zweiten Theil der Secunde an statt der Feder A die andere, B, die gleichen Grad der Spannung hat, untergeschoben werde, so wird in der Kraft, die M zu drücken braucht, bei dieser Verwechslung kein Unterschied anzutreffen sein. Denn die Federn B und A sind in allem vollkommen gleich, und also ists einerlei, ob in dem zweiten Secundtheile annoch dieselbe Feder A oder ob B gedrückt werde. Eben so ist es gleich viel, ob M in dem dritten Theil der Secunde die dritte Feder C spanne, oder ob er in diesem Zeittheile annoch auf die vorige, B, drückte; denn man kann eine Feder an der andern Stelle setzen, weil sie nicht unterschieden sind. Es wendet also der Körper M so viel Kraft an, die einzige Feder A eine ganze Secunde lang zugedrückt zu halten, als er braucht, fünf solcher Federn binnen eben dieser Zeit nach und nach zu spannen. Eben dieses kann gesagt werden, man mag die Menge der Federn auch ins unendliche vermehren, wenn die Zeit des Druckes nur gleich ist. Es ist also nicht die Menge der zugedrückten Federn, wornach die Kraft des Körpers, der sie alle spannt, abgemessen wird, sondern die Zeit der Drückung ist das rechte Maß.",0
1.574,"Wenn man die cylindrische Höhle, welche der kugelförmichte Körper in die weiche Materie einschlägt, in ihre übereinanderliegende Cirkelscheibchen, deren Dicke unendlich klein ist, eintheilt, so zeigt ein jegliches derselben das Element der verrückten Masse an. Ein jedes von diesen benimmt also dem eindringenden Körper einen unendlich kleinen Theil seiner Geschwindigkeit, weil sie alle insgesammt ihm die ganze Geschwindigkeit nehmen. Da aber die Quantität eines solchen Cirkelscheibchens gegen die Masse der Kugel unendlich klein ist, so folgt, daß die Geschwindigkeit seiner Widerstrebung von endlicher Größe sein müsse, damit er dem Körper einen unendlich kleinen Theil seiner Bewegung durch seinen Widerstand benehmen könne. Also leistet ein jegliches Element der weichen Materie dem hineinschlagenden Körper ihren Widerstand mit einer Bestrebung, die ein endliches Maß der Geschwindigkeit hat. W. Z. E.",0
1.313,"Es ist hier vornehmlich die Frage: ob die Unterscheidungen des Herrn Bülfingers den mathematischen Beweis, den er aus dem Verhältniß der Diagonallinie gegen die Seitenlinie in der Zusammensetzung wirklicher Bewegungen für die lebendigen Kräfte genommen hat, geltend machen können, oder ob dieser mathematische Beweis allem diesem ungeachtet dennoch keine Schutzwehre der neuen Schätzung abgeben kann. Dies ist eigentlich der Punkt, warum gestritten wird; denn wenn das Gebäude des Herrn Bülfingers nur auf metaphysischen Grundsätzen beruht und nicht durch die mathematische Begriffe von der Zusammensetzung der Bewegungen unterstützt wird, so entschuldigt uns schon die Absicht dieses Hauptstückes, wenn wir uns in die Untersuchung desselben nicht einlassen. Es wird aber das Verhältniß der Diagonalgeschwindigkeit gegen die Seitengeschwindigkeiten in der Zusammensetzung wirklicher Bewegungen aus einem und eben demselben Grunde erwiesen, woraus man dieses Verhältniß ebenfalls in der Zusammensetzung todter Drucke herleitet. Es ist also wahr, wenn gleich in den zusammengesetzten wirklichen Bewegungen keine andere Eigenschaften und Bestimmungen anzutreffen sind, als die sich bei den todten Drucken befinden, weil es hinlänglich bewiesen werden kann, ohne daß man etwas anders hiezu nöthig hat, als das, was man auch bei den todten Drucken, die zusammengesetzt werden, voraussetzen muß. Es kann also aus dem Verhältniß der Diagonalgeschwindigkeit bei wirklichen Bewegungen nicht geschlossen werden: daß die zusammengesetzten Kräfte von anderer Natur und Schätzungsart sein müssen als die todten Drucke; denn eben dasselbe Verhältniß hat dennoch statt, wenn gleich die Natur der zusammengesetzten Kräfte von den todten Drucken gar nicht unterschieden ist, weil man keine andere Gründe braucht, um es zu beweisen, als diejenige, die man auch hier nöthig haben würde. Es ist also vergeblich, daß sich Herr Bülfinger derselben bedienen will, um hieraus zu schließen: daß die Kräfte nicht in Proportion der Geschwindigkeiten, sondern ihrer Quadrate stehen.",0
1.309,"In der Zusammensetzung der todten Drucke, z. E. der Gewichte, die nach schrägen Richtungen einen Knoten ziehen, werden, wenn diese Richtungen einen rechten Winkel einschließen, die Anfangsgeschwindigkeiten derselben auch durch Linien ausgedrückt, welche Seiten eines rechtwinklichten Parallelogramms sind, und der hieraus entspringende Druck wird durch die Diagonallinie vorgestellt. Obgleich nun hier ebenfalls das Quadrat der Diagonallinie der Summe der Quadrate der Seiten gleich ist, so folgt doch hieraus keinesweges, daß sich die zusammengesetzte Kraft zu einer von den einfachen, wie das Quadrat der Linien, die die Anfangsgeschwindigkeiten ausdrücken, verhalten werde; sondern alle Welt ist darin einig: daß diesem unerachtet die Kräfte in diesem Falle dennoch nur in schlechter Proportion der Geschwindigkeiten seien. Man nehme nun auch die Zusammensetzung der wirklichen Bewegungen, so wie man sie durch die Mathematik vorstellt, und vergleiche sie hiemit. Die Linien, welche die Seiten und die Diagonale des Parallelogramms ausmachen, sind nicht anders, als die Geschwindigkeiten nach diesen Richtungen, eben so, wie es in dem Falle der Zusammensetzung todter Drücke beschaffen ist. Die Diagonallinie hat eben das Verhältniß gegen die Seiten, als sie dort hat, und der Winkel ist auch derselbe. Also ist nichts von den Bestimmungen, die in die mathematische Vorstellung der zusammengesetzten wirklichen Bewegungen hineinlaufen, von denen unterschieden, unter denen man sich in eben derselben Wissenschaft die Zusammensätze der todten Drucke vorstellt. Da also aus diesen keine Schätzung der Kräfte nach dem Quadrat der Geschwindigkeit herfließt, so wird sie aus jenen auch nicht können hergefolgert werden; denn es sind eben dieselbe Grundbegriffe, mithin haben sie auch einerlei Folgerungen. Man wird noch einwenden, daß ja ein offenbarer Unterschied unter denselben anzutreffen sei, weil man voraussetzt, daß die eine von denselben eine Zusammensetzung wirklicher Bewegungen, die andere aber nur eine Zusammensetzung todter Drucke sei. Allein diese Voraussetzung ist eitel und vergeblich. Sie kommt nicht mit in den Plan der Grundbegriffe, die das Theorem ausmachen; denn die Mathematik drückt die Wirklichkeit der Bewegung nicht aus. Die Linien, die der Vorwurf der Betrachtung sind, sind nur Vorstellungen von dem Verhältniß der Geschwindigkeiten. Also ist die Einschränkung von der Wirklichkeit der Bewegung hier nur ein todter und müßiger Begriff, der nur nebenbei gedacht wird, und aus dem in der mathematischen Betrachtung nichts hergefolgert wird. Hieraus fließt, daß aus dieser Art der Untersuchung der zusammengesetzten Bewegungen nichts Vortheilhaftes für die lebendigen Kräfte könne geschlossen werden, sondern daß es etwa untermengte philosophische Schlußreden sein müssen, wovon aber jetzt nicht die Rede ist. Auf diese Weise haben wir durch Hülfe unserer angerühmten Methode jetzt begriffen, daß die mathematische Beweise für die lebendigen Kräfte aus der Zusammensetzung der Bewegungen falsch und voller Fehler sein müssen, wir wissen aber noch nicht, was es für Fehler seien, allein wir haben doch eine gegründete Muthmaßung, oder vielmehr eine gewisse Überzeugung, daß sie unfehlbar darin sein werden. Also dürfen wir uns die Mühe nicht verdrießen lassen sie mit Ernst aufzusuchen. Ich habe meine Leser dieser Mühe überhoben, denn mich dünkt, daß ich diese Fehler gefunden und in den kurz vorhergehenden Paragraphis angezeigt habe.",6
1.154,"Wenn man aber nur bedenkt, daß der Faden AB dem Körper, indem er sich aus D in B bewegt, stärker entgegen gesetzt ist und den Fall durch seine Schwere mehr hindert, als der Faden EB oder EC in dem Falle aus C in B: so läßt sich auch leicht begreifen, daß das Element der Kraft, welches sich in allen Augenblicken des Hinabsteigens aus D in B in den Körper häuft und sammlet, kleiner sei wie die elementarische Kraft, die die Schwere im Gegentheil in den Körper C jedweden Augenblick hineinbringt, wenn er aus C in B hinabsinkt. Denn da es einerlei ist, ob ein Körper, der an einen Faden befestigt ist, durch den Zurückhalt A genöthigt werde den Cirkelbogen DB oder CB durchzulaufen, oder ob er auf einer eben so gekrümmten Fläche BD CB frei hinab kugele, so kann man sich vorstellen, als wenn der Fall, von dem wir reden, auf zwei solchen hohlen mit einander verbundnen Flächen wirklich geschehe. Nun ist die Fläche DB stärker gegen die Horizontallinie geneigt als die andere, CB mithin ist in jener der Körper zwar den Antrieben der Schwere länger ausgesetzt, als in dieser, allein die Fläche hindert dafür auch einen größeren Theil der Schwere,` die bemüht ist sich dem Körper einzuverleiben, als es die andere, CB , thut.",0
1.403,"Hiebei merke man folgende Cautele. Der Gedanke desselben ist nur bei solchen Umständen wahr, da die hintereinanderhängende Federn a , b , c , d *) dem Körper noch nicht eine größere Geschwindigkeit ertheilen, als diejenige ist, womit eine dieser Federn abgesondert für sich allein aufspringen würde; denn so bald dieses ist, so schlägt es fehl, wenn man nach dem Anschlage des Herrn Bernoulli durch neben einander verknüpfte Federn **) dem Körper eben dieselbe Geschwindigkeit geben will, als sie ihm nach einander in einer Reihe mittheilen können. Es sei nämlich die Geschwindigkeit, die die Reihe Federn in der 23ten Figur dem Körper, bis sie sich völlig ausgestreckt haben, ertheilt, wie 10, die Geschwindigkeit aber, womit eine derselben, z. E. a , für sich allein, nämlich ohne daß sie einen Körper fortstößt, aufspringt, wie 8: so ist klar, daß in der Methode der 25ten Figur die 4 Federn dem Körper nur 8 Grade Geschwindigkeit werden ertheilen können. Denn so bald der Körper diese Grade empfangen hat, so hat er eben so viel Geschwindigkeit, als die Federn, die ihn fortstoßen sollen, selber haben, wenn sie frei aufspringen, also werden sie alsdann nichts mehr in ihn hineinbringen können. Indessen ist doch unstrittig, daß, wenn dieser Körper F durch den Anlauf diese 4 Federn in der 25ten Figur wieder zudrücken soll, er eben so wohl 10 ganze Grade Kraft hiezu nöthig habe, als in der 23ten oder 24ten. Weil aber eben diese 25te Figur die Abbildung der elastischen Kraft eines jeden Körpers sein kann, so erhellt hieraus, daß es möglich sei, daß ein völlig elastischer Körper gegen einen unbeweglichen Widerhalt mit einer gewissen Geschwindigkeit anlaufen könne, und daß diesem ungeachtet die Geschwindigkeit, womit er zurück prallt, viel kleiner sein könne, als womit er angestoßen hatte. Wenn man aber doch gerne haben will, daß diese 4 Federn dem Körper, den sie stoßen, ihre ganze Kraft mittheilen sollen, so muß man zu der Masse F noch 2/10 hinzuthun, denn alsdann werden die 4 Federn an der Menge der Materie dasjenige ersetzen, was sie mit der Geschwindigkeit nicht einbringen können.",0
9.1862,b . Klapperschlange.,0
4.1187,"Wenn in einem mit Luft angefüllten Stiefel einer Luftpumpe der Kolben dem Boden immer näher getrieben wird, so wird die Luftmaterie zusammengedrückt. Könnte nun diese Zusammendrückung so weit getrieben werden, daß der Kolben den Boden völlig berührte (ohne daß das mindeste von Luft entwischt wäre), so würde die Luftmaterie durchdrungen sein; denn die Materien, zwischen denen sie ist, lassen keinen Raum für sie übrig, und sie wäre also zwischen dem Kolben und Boden anzutreffen, ohne doch einen Raum einzunehmen. Diese Durchdringlichkeit der Materie durch äußere zusammendrückende Kräfte, wenn jemand eine solche annehmen oder auch nur denken wollte, würde die mechanische heißen können. Ich habe Ursache, durch eine solche Einschränkung diese Durchdringlichkeit der Materie von einer andern zu unterscheiden, deren Begriff vielleicht eben so unmöglich als der erstere ist, von der ich aber doch künftig etwas anzumerken Anlaß haben möchte.",0
9.1917,"Hierher gehört vornehmlich das Pernambuc- oder Brasilienholz. Der Kern dieses Holzes dient zum Rothfärben. Campecheholz, dessen inwendiger Kern eine blaue Farbe giebt. Färbekräuter. - Alhenna. - Alkanna, zur Schminke für Ägypter und Mauren. - Sappanholz. - Lakmus.",0
2.655,Zweites Hauptstück. Ekstatische Reise eines Schwärmers durch die Geisterwelt.,0
6.550,C. Der Zusicherungsvertrag ( cautio ). a) Die Verpfändung und Pfandnehmung zusammen ( pignus ). b) Die Gutsagung für das Versprechen eines Anderen ( fideiussio ). c) Die persönliche Verbürgung ( praestatio obsidis ).,0
9.1650,"Gemsen mit hakichten, rückwärtsgebogenen Hörnern können gezähmt werden. Die afrikanische Gazelle ist eine Gattung davon.",0
9.2150,"Dieses große Land wird fälschlich mit einem gemeinschaftlichen Namen Tartarei oder Tatarei genannt von den Tataren, die eine von den Horden gewesen, die sich zu einer gewissen Zeit vor andern hervorgethan und mächtig gemacht hat. - Krim. Kuban. Mingrelien. Imeretien. Georgien. Circassien. Daghestan. Lesghier.",0
8.686,Nachschrift zu Christian Gottlieb Wielckes Littauisch=deutschem und deutsch=littauischem Wörterbuch.,0
9.1925,"Die Cascarilla de Loja oder Fieberrinde ist die Rinde eines Baumes ohnferne des Amazonenstromes und anderwärts in Südamerika. Es ist ein specifisches Mittel wider das Fieber; muß aber von der Chinawurzel oder -Rinde unterschieden werden. Das Sassafras ist die Wurzel eines Baumes in Florida. Das Guajak (Gummi oder Resina Guajaci ) wird in venerischen, vorzüglich gichtischen Krankheiten gebraucht. Man kann den Balsam- und die Gummibäume zum Theil auch zu den medicinischen Gewächsen rechnen. Quassia. - Colombo.",0
9.2164,Mahomedanische freie Tatarei.,0
9.2168,"3. Turkestan, daraus die Türken entspringen. Westwärts des Kaspischen Meeres findet man die daghestanischen Tatarn, die häßlichsten unter allen und Erzräuber.",0
6.971,"Sie ist den Lastern: Lüge, Geiz und falscher Demuth (Kriecherei) entgegen gesetzt.",0
6.888,XIV. Vom Princip der Absonderung der Tugendlehre von der Rechtslehre.,0
8.182,Recension von Gottlieb Hufeland's Versuch über den Grundsatz des Naturrechts.,0
9.2108,Die Insel Celebes oder Macassar.,0
9.1661,b . Die mit schauflichtem Geweihe.,0
9.1229,"In Amerika. Cuba, 6000 Quadratmeilen. Domingo, 5000 Quadratmeilen.",0
9.2196,"Von den Ländern Kongo, Angola und Benguela.",0
9.1227,"In Asien. Borneo, 14520 Quadratmeilen. Sumatra, 8062 Quadratmeilen.",0
3.8,Königsberg den 23sten April 1787. Ew. Excellenz unterthänig-gehorsamster Diener Immanuel Kant.,0
2.612,"Ibant obscuri sola sub nocte per umbras, Perque domos Ditis vacuas et inania regna. VIRGILIUS.",0
1.879,"Ope materiae iam dictae, qua mediante corporis elementa, quantumvis a contactu mutuo remota, tamen invicem se attrahunt, explicare phaenomena corporum durorum.",0
1.1204,"COROLL. Elementa sunt perfecte impenetrabilia, hoc est, quantacunque vi externa spatio, quod occupant, penitus excludi nescia, sed sunt condensibilia, et corpora etiam talia constituunt, quippe concedentia aliquantulum vi externae comprimenti. Hinc origo corporum s. mediorum primitive elasticorum, in quibus aetherem s. materiam ignis in antecessum profiteri liceat. FINIS.",0
1.1202,"PROP. XIII. THEOREMA. Elementa corporis, etiam solitario posita, perfecta gaudent vi elastica, in diversis diversa, et constituunt medium in se et absque vacuo admisto primitive elasticum.",0
1.883,"Lex, secundum quam elastra comperta sunt comprimi in spatia viribus proportionalia, optime cum allegata nostra hypothesi conspirat.",0
1.903,"Primo enim corpora quaevis densiora lucem immensum quantum attrahunt, ut Newtonus e refractionis et reflexionis phaenomenis evincit, usque adeo, ut ex computatione viri incomparabilis prope contactum vis attractionis decies millies bimillionesimis vicibus sollicitationem gravitatis antecellat. Cum vero lucis materia sit elastica, non dubitandum est, adeo immensa vi redigi etiam in spatia aliquanto minora, h. e. comprimi, posse; cumque particulae corporum lucis materiam ubique obviam inveniant, quid est, quod ambigas, eam ipsam, quam in ipsis probavimus, materiam elasticam ab hoc aethere non differre?",0
1.1014,"Adulterina haec lex tota rerum universitate et sapientiae etiam divinae decoro egregie confutatur. Corpora enim, quae dicuntur similaria, aquam, argentum vivum, aurum, salia simplicissima, cet. homogeneis et internis notis perfecte congruere in partibus suis primitivis, et convenit identitati usus atque functionis, cui praestandae sunt destinata, et ex effectibus videndum est, quos semper similes ab iisdem absque ullo notabili discrimine proficisci deprehendimus. Neque hic decet reconditam quandam et sensus effugientem suspicari diversitatem, quasi ut Deus habeat, quo operis sui partes ipse dinoscat; hoc enim esset nodos in scirpo quaerere.",0
1.904,"Secundo animadvertitur, easdem materias, quae ad lucem refrigendam insigni pollent efficacia, etiam ad calorem maiorem, igne admoto concipiendum, capaciores esse, adeo ut inde aperiant, eandem attractionem, quae lucem sibi unire nititur, materiam quoque igneam sibi intime unitam detinere. Olea enim, quae ex Newtoni aliorumque experimentis multo maiore, quam pro specifica gravitate sua, vi radios lucis refringunt, h. e. attrahunt, etiam longe maiorem, quam pro gravitate sua specifica, ebullitionis gradum recipiunt, sicut oleum thereb. cet., eadem vero olea etiam sunt propria flammarum alimenta, et hoc in statu cum lucem quaquaversum spargant, caloris et lucis materiam, quantum fieri potest proxime convenire aut potius nihil differre testatum reddunt.",0
1.1007,"Saepenumero vires ingentes oriri videmus ex infinite parvo causae principio. Scintilla pulveri pyrio iniecta quam immensam vim expansivam conciliat? seu etiam alibi avido alimento recepta, quanta incendia, urbium ruinas, et ingentium silvarum diuturnas devastationes producit? Quantam corporum compagem solvit itaque parvula scintillulae unius sollicitatio! Sed hic quae intus in corporum compage recondita fovetur immensarum virium efficax causa, materia nempe elastica, vel aeris, ut in pulvere pyrio (secundum Halesii experimenta), vel materiae igneae, ut in combustibili quovis corpore, manifestatur verius minuta sollicitatione, quam producitur. Elastra compressa intus conduntur, et tantillum sollicitata vires exserunt reciproco attractionis et repercussionis nisui proportionalis.",0
1.890,"Omne itaque corpus, si recte sentio, partibus continetur solidis, intercedente materia quadam elastica ceu vinculo unitis. Particulae elementares, hac intermista, quamvis a contactu mutuo remotae, tamen huius ope semet attrahunt et artius profecto colligantur, quam per contactum immediatum fieri posset. Quippe contactus molecularum ut plurimum globosarum, cum vix puncto fiat, infinities debilior foret ea, quae per universam praestatur superficiem, cohaesione. Hac vero ratione situs elementorum mutari salva cohaesione potest et simul in promptu est, quomodo, detracta ex interstitiis ex parte materia illa uniente, propius sibi possint elementa accedere et volumen contrahere; contra ea, aucta vel quantitate vel etiam elasticitate ipsius, corpus volumine augescere et particulae a se invicem recedere absque cohaesionis iactura possint. Quae in theoria ignis maximi momenti sunt.",0
9.712,§. 84. Induction und Analogie - die beiden Schlußarten der Urtheilskraft.,0
9.1676,"Der Hippopotamus, oder das Nilpferd.",0
3.745,Dies ist der Gegensatz des Epikureisms *) gegen den Platonism.,0
2.557,"§ 2. Die Metaphysik ist einer Gewißheit, die zur Überzeugung hinreicht, fähig.",0
5.627,§ 46. Schöne Kunst ist Kunst des Genies.,6
9.1587,§. 3. Meinungen von der Ursache dieser Farbe.,0
9.1455,"§. 65. Eintheilung der Winde nach ihren Eigenschaften, Feuchtigkeit, Trockenheit, Wärme, Kälte und Gesundheit.",0
9.1401,§. 54. Besondere Arten der Quellen und Brunnen.,0
9.1609,"§. 5. Von der Veränderung, die die Menschen in ihrer Gestalt selbst veranlassen.",3
5.812,§ 69. Was eine Antinomie der Urtheilskraft sei.,0
9.628,"Und hierauf gründet sich die Eintheilung aller Vernunftschlüsse in kategorische, hypothetische und disjunctive.",6
9.559,"Ein Wahrnehmungsurtheil ist bloß subjectiv, ein objectives Urtheil aus Wahrnehmungen ist ein Erfahrungsurtheil.",6
9.1473,"Ein Wind, der einem Erdstriche ein ganzes Jahr hindurch mehrentheils eigen ist, heißt ein Passatwind.",0
8.31,Idee zu einer allgemeinen Geschichte in weltbürgerlicher Absicht. *),0
5.59,"Handle so, daß die Maxime deines Willens jederzeit zugleich als Princip einer allgemeinen Gesetzgebung gelten könne.",0
2.168,1. Das Dasein ist gar kein Prädicat oder Determination von irgend einem Dinge.,6
6.317,Verbindlichkeit ist die Nothwendigkeit einer freien Handlung unter einem kategorischen Imperativ der Vernunft.,0
9.461,"Begriffe, die einerlei Sphäre haben, werden Wechselbegriffe ( conceptus reciproci ) genannt.",0
9.241,eines Erkenntnisses für problematische Urtheile bestimmt ist;,0
